YYMMMDD __east(m) _north(m) ____up(m)
19JUL24 -0.947867 0.333421 0.226364
19JUL25 -0.949352 0.332190 0.228227
19JUL26 -0.950155 0.331627 0.226380
19JUL27 -0.949984 0.331664 0.217323
19JUL28 -0.945106 0.330090 0.226893
19JUL29 -0.946326 0.335428 0.231356
19JUL30 -0.949390 0.334292 0.226859
19JUL31 -0.945954 0.332020 0.226201
19AUG01 -0.944315 0.331003 0.221706
19AUG02 -0.944251 0.333198 0.217662
19AUG03 -0.945601 0.333374 0.227341
19AUG04 -0.944336 0.330649 0.226643
19AUG05 -0.947019 0.332046 0.222592
19AUG06 -0.947947 0.332812 0.226381
19AUG07 -0.946761 0.333339 0.221421
19AUG08 -0.949263 0.332742 0.228319
19AUG09 -0.950021 0.332753 0.229576
19AUG10 -0.948720 0.333895 0.228400
19AUG11 -0.949146 0.332416 0.233298
19AUG12 -0.943549 0.333293 0.221893
19AUG13 -0.947287 0.336029 0.226908
19AUG14 -0.946257 0.332057 0.229381
19AUG15 -0.949069 0.333088 0.232387
19AUG16 -0.948846 0.333716 0.226467
19AUG17 -0.949272 0.333507 0.230072
19AUG18 -0.948982 0.333305 0.227848
19AUG19 -0.948247 0.331569 0.230227
19AUG20 -0.948287 0.332858 0.246441
19AUG21 -0.948083 0.330442 0.238901
19AUG22 -0.951430 0.333508 0.228411
19AUG23 -0.948136 0.333522 0.222727
19AUG24 -0.948601 0.331584 0.227473
19AUG25 -0.943805 0.334772 0.230493
19AUG26 -0.948772 0.332983 0.227354
19AUG27 -0.946257 0.332295 0.229081
19AUG28 -0.944970 0.334571 0.237092
19AUG29 -0.949801 0.331691 0.222643
19AUG30 -0.948139 0.330685 0.222402
19AUG31 -0.945135 0.330179 0.222365
19SEP01 -0.947205 0.332938 0.222763
19SEP02 -0.945895 0.332549 0.228852
19SEP03 -0.946081 0.333683 0.216972
19SEP04 -0.945308 0.333070 0.223934
19SEP05 -0.948680 0.335653 0.230843
19SEP06 -0.948980 0.332729 0.231150
19SEP07 -0.946071 0.333803 0.226117
19SEP08 -0.949188 0.333914 0.228316
19SEP09 -0.949887 0.334521 0.214684
19SEP10 -0.946922 0.332221 0.230199
19SEP11 -0.948093 0.331752 0.240238
19SEP12 -0.946579 0.330254 0.229850
19SEP13 -0.947755 0.333481 0.219748
19SEP14 -0.946900 0.334115 0.218288
19SEP15 -0.946728 0.332410 0.226810
19SEP16 -0.949200 0.334041 0.229496
19SEP17 -0.945544 0.334621 0.225532
19SEP18 -0.947123 0.333880 0.227130
19SEP19 -0.949116 0.332586 0.236764
19SEP20 -0.948981 0.332366 0.220543
19SEP21 -0.947376 0.332328 0.225329
19SEP22 -0.947228 0.334095 0.218110
19SEP23 -0.947240 0.331585 0.224276
19SEP24 -0.947730 0.331381 0.220121
19SEP25 -0.950486 0.333248 0.233028
19SEP26 -0.948389 0.333011 0.227291
19SEP27 -0.946568 0.334332 0.223936
19SEP28 -0.946754 0.334515 0.229198
19SEP29 -0.946640 0.334274 0.222904
19SEP30 -0.949856 0.333798 0.231633
19OCT01 -0.949549 0.333584 0.226387
19OCT02 -0.950620 0.333126 0.231596
19OCT03 -0.948569 0.333815 0.226616
19OCT04 -0.948739 0.334302 0.226150
19OCT05 -0.945857 0.337169 0.223914
19OCT06 -0.945402 0.334494 0.222602
19OCT07 -0.949759 0.334609 0.219868
19OCT08 -0.946932 0.333721 0.229887
19OCT09 -0.947397 0.332187 0.230634
19OCT10 -0.950729 0.333664 0.228440
19OCT11 -0.949219 0.334058 0.234086
19OCT12 -0.950826 0.334827 0.227002
19OCT13 -0.948754 0.332861 0.228859
19OCT14 -0.946096 0.334714 0.226055
19OCT15 -0.947312 0.334618 0.219060
19OCT16 -0.945984 0.331896 0.226388
19OCT17 -0.945593 0.334168 0.217072
19OCT18 -0.947408 0.333491 0.218605
19OCT19 -0.945439 0.334370 0.227082
19OCT20 -0.950015 0.332832 0.222729
19OCT22 -0.947916 0.333962 0.225384
19OCT23 -0.946568 0.334168 0.230341
19OCT24 -0.945181 0.332768 0.229979
19OCT25 -0.945223 0.334370 0.227751
19OCT26 -0.945096 0.330566 0.216503
19OCT27 -0.948255 0.333434 0.225834
19OCT28 -0.945591 0.334100 0.225196
19OCT29 -0.946750 0.333608 0.226681
19OCT30 -0.942431 0.332690 0.229527
19OCT31 -0.952866 0.337972 0.216129
19NOV01 -0.957768 0.340315 0.213033
19NOV02 -0.953128 0.337941 0.215723
19NOV03 -0.947431 0.334375 0.233112
19NOV04 -0.946697 0.333309 0.227558
19NOV05 -0.949927 0.333426 0.229158
19NOV06 -0.944110 0.334505 0.223526
19NOV07 -0.945053 0.338117 0.217456
19NOV08 -0.950857 0.338560 0.205587
19NOV09 -0.942412 0.340609 0.220544
19NOV10 -0.944069 0.339359 0.230061
19NOV11 -0.945144 0.336401 0.211661
19NOV12 -0.942365 0.337193 0.233669
19NOV13 -0.941387 0.337202 0.214067
19NOV14 -0.943468 0.337180 0.202670
19NOV15 -0.942561 0.340505 0.213835
19NOV16 -0.938009 0.339153 0.216261
19NOV17 -0.946577 0.334398 0.212863
19NOV18 -0.943891 0.335471 0.217022
19NOV19 -0.947374 0.335304 0.228465
19NOV20 -0.943503 0.336690 0.216815
19NOV21 -0.943819 0.335773 0.225996
19NOV22 -0.946768 0.335566 0.225771
19NOV23 -0.945373 0.333364 0.229246
19NOV24 -0.944869 0.333515 0.226025
19NOV25 -0.943355 0.334934 0.223192
19NOV26 -0.946610 0.334967 0.221448
19NOV27 -0.945716 0.335358 0.226805
19NOV28 -0.945451 0.335305 0.222074
19NOV29 -0.945482 0.336637 0.228824
19NOV30 -0.945577 0.335768 0.225210
19DEC01 -0.947313 0.336066 0.226085
19DEC02 -0.946329 0.335195 0.223302
19DEC03 -0.946374 0.334293 0.229534
19DEC04 -0.946620 0.335338 0.224010
19DEC05 -0.945829 0.335707 0.238334
19DEC06 -0.945275 0.333830 0.212937
19DEC07 -0.941388 0.334519 0.235481
19DEC08 -0.945519 0.335416 0.233005
19DEC09 -0.944782 0.334360 0.216487
19DEC10 -0.944991 0.333912 0.228624
19DEC11 -0.944683 0.335221 0.233245
19DEC12 -0.948150 0.336825 0.213226
19DEC13 -0.943766 0.333643 0.215662
19DEC14 -0.946569 0.335492 0.222042
19DEC15 -0.946038 0.336153 0.228183
19DEC16 -0.939265 0.333370 0.223796
19DEC17 -0.947951 0.336740 0.234004
19DEC18 -0.944829 0.336289 0.226133
19DEC19 -0.941921 0.334447 0.228722
19DEC20 -0.945581 0.336310 0.231223
19DEC21 -0.946348 0.336378 0.229979
19DEC22 -0.945950 0.336592 0.220321
19DEC23 -0.946638 0.333989 0.224766
19DEC24 -0.951735 0.335693 0.228825
19DEC25 -0.947159 0.336538 0.230785
19DEC26 -0.946191 0.336892 0.227268
19DEC27 -0.947828 0.336476 0.226214
19DEC28 -0.943884 0.336774 0.223882
19DEC29 -0.947309 0.337346 0.229133
19DEC30 -0.946867 0.336883 0.227669
19DEC31 -0.945895 0.336407 0.228816
20JAN01 -0.948094 0.336052 0.238694
20JAN02 -0.948660 0.336827 0.227738
20JAN03 -0.949705 0.334361 0.223180
20JAN04 -0.946167 0.336823 0.223840
20JAN05 -0.945919 0.335923 0.222284
20JAN06 -0.944487 0.338141 0.212369
20JAN07 -0.944928 0.335885 0.235815
20JAN08 -0.946557 0.335512 0.214620
20JAN09 -0.938897 0.338591 0.214415
20JAN10 -0.943577 0.338346 0.202950
20JAN11 -0.944289 0.335924 0.223044
20JAN12 -0.946849 0.336333 0.222671
20JAN13 -0.944078 0.339655 0.229971
20JAN14 -0.948692 0.335963 0.232397
20JAN15 -0.948676 0.334725 0.233881
20JAN21 -0.945581 0.336153 0.227897
20JAN22 -0.948346 0.335547 0.223350
20JAN23 -0.949227 0.335785 0.230535
20JAN24 -0.946873 0.335616 0.223183
20JAN25 -0.946234 0.334557 0.226106
20JAN26 -0.942821 0.334496 0.224448
20JAN27 -0.943955 0.334272 0.226129
20JAN28 -0.946747 0.334133 0.227146
20JAN29 -0.944637 0.335489 0.227076
20JAN30 -0.944748 0.335829 0.229478
20JAN31 -0.946438 0.335132 0.225697
20FEB01 -0.946694 0.334665 0.224055
20FEB02 -0.946934 0.334086 0.230141
20FEB03 -0.948265 0.334118 0.228288
20FEB04 -0.951191 0.335267 0.228237
20FEB05 -0.945803 0.333670 0.228648
20FEB06 -0.944995 0.335136 0.226073
20FEB07 -0.945051 0.334408 0.225875
20FEB08 -0.942689 0.333456 0.218526
20FEB09 -0.945076 0.338046 0.226254
20FEB10 -0.946683 0.334892 0.221045
20FEB11 -0.945436 0.334907 0.225706
20FEB12 -0.946402 0.335183 0.228274
20FEB13 -0.945147 0.335551 0.232073
20FEB14 -0.946361 0.334606 0.223383
20FEB15 -0.943963 0.333670 0.231567
20FEB16 -0.944963 0.333471 0.228332
20FEB17 -0.948062 0.334825 0.223528
20FEB18 -0.946478 0.334811 0.222497
20FEB19 -0.946041 0.334997 0.227025
20FEB20 -0.945443 0.330936 0.229872
20FEB21 -0.947807 0.335861 0.232598
20FEB22 -0.947347 0.336044 0.230463
20FEB23 -0.953563 0.335237 0.227377
20FEB24 -0.950683 0.333334 0.229892
20FEB25 -0.946691 0.333497 0.226471
20FEB26 -0.949343 0.333765 0.227956
20FEB27 -0.946510 0.334635 0.234967
20FEB28 -0.949239 0.334401 0.227718
20FEB29 -0.945482 0.335235 0.228956
20MAR01 -0.948379 0.334532 0.232271
20MAR02 -0.945826 0.334174 0.235158
20MAR03 -0.945776 0.334741 0.228023
20MAR04 -0.947962 0.334493 0.227820
20MAR05 -0.946478 0.335427 0.229781
20MAR06 -0.942665 0.335483 0.223939
20MAR07 -0.946963 0.333812 0.234179
20MAR08 -0.947482 0.335588 0.228582
20MAR09 -0.948067 0.336192 0.228136
20MAR10 -0.946043 0.334675 0.226150
20MAR11 -0.948396 0.335087 0.231439
20MAR12 -0.948653 0.333535 0.229669
20MAR13 -0.949199 0.333761 0.229256
20MAR14 -0.948064 0.333525 0.235538
20MAR15 -0.945158 0.335432 0.230835
20MAR16 -0.944313 0.335622 0.222507
20MAR17 -0.945638 0.334736 0.227631
20MAR18 -0.946809 0.332934 0.229188
20MAR19 -0.944899 0.335108 0.218528
20MAR20 -0.946083 0.335172 0.235488
20MAR21 -0.945028 0.333845 0.234891
20MAR22 -0.940841 0.333986 0.235114
20MAR23 -0.948438 0.334386 0.228299
20MAR24 -0.946147 0.334991 0.237015
20MAR25 -0.945234 0.333288 0.233547
20MAR26 -0.944910 0.334743 0.235920
20MAR27 -0.947518 0.333393 0.233725
20MAR28 -0.948873 0.333063 0.233220
20MAR29 -0.947444 0.334595 0.224940
20MAR30 -0.946004 0.336216 0.224940
20MAR31 -0.950038 0.336181 0.232409
20APR01 -0.947275 0.335479 0.227849
20APR02 -0.947014 0.333237 0.233590
20APR03 -0.941098 0.334622 0.222530
20APR04 -0.941404 0.333094 0.230248
20APR05 -0.946011 0.335010 0.238229
20APR06 -0.948553 0.336132 0.230206
20APR07 -0.944701 0.336894 0.226507
20APR08 -0.947225 0.334928 0.229528
20APR09 -0.949160 0.334203 0.234561
20APR10 -0.949320 0.332289 0.233411
20APR11 -0.946991 0.334475 0.233308
20APR12 -0.947847 0.333182 0.235834
20APR13 -0.948645 0.332872 0.228821
20APR14 -0.945260 0.333813 0.227629
20APR15 -0.941895 0.333414 0.227990
20APR16 -0.944301 0.334561 0.237728
20APR17 -0.944947 0.335643 0.219726
20APR18 -0.950248 0.332883 0.245296
20APR19 -0.945203 0.334022 0.241716
20APR20 -0.947207 0.334024 0.237740
20APR21 -0.946336 0.333301 0.238681
20APR22 -0.943321 0.333809 0.232874
20APR23 -0.948455 0.336592 0.234054
20APR24 -0.951451 0.332726 0.240686
20APR25 -0.948603 0.332917 0.232931
20APR26 -0.948801 0.333202 0.236437
20APR27 -0.948817 0.334136 0.242628
20APR28 -0.946180 0.333275 0.229476
20APR29 -0.944398 0.332353 0.245582
20APR30 -0.945022 0.335477 0.238359
20MAY01 -0.945550 0.332819 0.232432
20MAY02 -0.948924 0.333917 0.237551
20MAY03 -0.941755 0.333918 0.230349
20MAY04 -0.948886 0.334662 0.240403
20MAY05 -0.948512 0.335397 0.237433
20MAY06 -0.949866 0.335540 0.233404
20MAY07 -0.948628 0.333411 0.230470
20MAY08 -0.946416 0.334032 0.233437
20MAY09 -0.950516 0.334923 0.239927
20MAY10 -0.946390 0.333864 0.239025
20MAY11 -0.949260 0.333257 0.231023
20MAY12 -0.946258 0.333819 0.232087
20MAY13 -0.950338 0.332893 0.232048
20MAY14 -0.948222 0.335790 0.232389
20MAY15 -0.948787 0.333907 0.238223
20MAY16 -0.947239 0.335232 0.243843
20MAY17 -0.947710 0.335376 0.234231
20MAY18 -0.945558 0.334337 0.236884
20MAY19 -0.948525 0.334518 0.231069
20MAY20 -0.946902 0.336228 0.227173
20MAY21 -0.945561 0.332722 0.239717
20MAY22 -0.947216 0.337080 0.229248
20MAY23 -0.948174 0.334508 0.225335
20MAY24 -0.948847 0.334340 0.232062
20MAY25 -0.949972 0.334138 0.236705
20MAY26 -0.948210 0.332358 0.237957
20MAY27 -0.950892 0.332651 0.238248
20MAY28 -0.950382 0.332472 0.229410
20MAY29 -0.949791 0.333874 0.231444
20MAY30 -0.952061 0.334453 0.230803
20MAY31 -0.951494 0.333008 0.227607
20JUN01 -0.948002 0.335195 0.229725
20JUN02 -0.942985 0.334409 0.232103
20JUN03 -0.942311 0.333837 0.224389
20JUN04 -0.944153 0.333333 0.228817
20JUN05 -0.944328 0.332842 0.230407
20JUN06 -0.943266 0.332915 0.228370
20JUN07 -0.949232 0.334146 0.233311
20JUN08 -0.945999 0.332803 0.224014
20JUN09 -0.945591 0.333128 0.232399
20JUN10 -0.946876 0.334316 0.230225
20JUN11 -0.947743 0.333781 0.231081
20JUN12 -0.948331 0.332951 0.234921
20JUN13 -0.949332 0.333996 0.225319
20JUN14 -0.950775 0.334206 0.231477
20JUN15 -0.944848 0.333206 0.225109
20JUN16 -0.945684 0.334723 0.228884
20JUN17 -0.943518 0.334082 0.223208
20JUN18 -0.949007 0.335390 0.237569
20JUN19 -0.944154 0.333666 0.222501
20JUN20 -0.946516 0.334323 0.220464
20JUN21 -0.944339 0.334350 0.227772
20JUN22 -0.948670 0.332517 0.230123
20JUN23 -0.946513 0.334703 0.229071
20JUN24 -0.948244 0.331105 0.226394
20JUN25 -0.946278 0.331586 0.230492
20JUN26 -0.945926 0.332077 0.238701
20JUN27 -0.944574 0.331788 0.235264
20JUN28 -0.945958 0.334917 0.226814
20JUN29 -0.948818 0.333430 0.235856
20JUN30 -0.946690 0.332482 0.230988
20JUL01 -0.946854 0.334512 0.231995
20JUL02 -0.948252 0.333322 0.229640
20JUL03 -0.946120 0.331151 0.234246
20JUL04 -0.947129 0.333239 0.232277
20JUL05 -0.949283 0.333521 0.227164
20JUL06 -0.950582 0.332880 0.229108
20JUL07 -0.949843 0.330425 0.236681
20JUL08 -0.949488 0.332286 0.230455
20JUL10 -0.949224 0.332636 0.237524
20JUL11 -0.949240 0.334351 0.225038
20JUL12 -0.948593 0.335243 0.223332
20JUL13 -0.949740 0.330731 0.228808
20JUL14 -0.948675 0.334660 0.232179
20JUL15 -0.948960 0.333284 0.217200
20JUL16 -0.950908 0.332379 0.228794
20JUL17 -0.950756 0.332847 0.221540
20JUL18 -0.948944 0.330657 0.231040
20JUL19 -0.949715 0.333788 0.232030
20JUL20 -0.948961 0.332233 0.224982
20JUL21 -0.947924 0.331426 0.225542
20JUL22 -0.949312 0.330884 0.224722
20JUL23 -0.948912 0.331721 0.228924
20JUL24 -0.946595 0.334172 0.222301
20JUL25 -0.946659 0.333561 0.223098
20JUL26 -0.946272 0.335682 0.223494
20JUL27 -0.951373 0.333804 0.229492
20JUL28 -0.946006 0.333489 0.230063
20JUL29 -0.952278 0.331784 0.230175
20JUL30 -0.947873 0.332871 0.232144
20JUL31 -0.947409 0.333796 0.223784
20AUG01 -0.947111 0.334623 0.227769
20AUG02 -0.944586 0.335504 0.227468
20AUG03 -0.947369 0.331798 0.230039
20AUG04 -0.947555 0.335197 0.232209
20AUG05 -0.945209 0.330698 0.235824
20AUG06 -0.950785 0.331711 0.235739
20AUG07 -0.946570 0.331735 0.234172
20AUG08 -0.949365 0.332376 0.226190
20AUG09 -0.950509 0.330401 0.237364
20AUG10 -0.947697 0.328869 0.238628
20AUG11 -0.947793 0.329408 0.234100
20AUG12 -0.948322 0.330090 0.231203
20AUG13 -0.946915 0.330542 0.230474
20AUG14 -0.948059 0.330241 0.236243
20AUG15 -0.947621 0.331314 0.225848
20AUG16 -0.945205 0.332524 0.231366
20AUG17 -0.949287 0.334427 0.225392
20AUG18 -0.948006 0.329146 0.226221
20AUG19 -0.947500 0.332013 0.234176
20AUG20 -0.948814 0.331792 0.225894
20AUG21 -0.944627 0.332930 0.231235
20AUG22 -0.947377 0.332293 0.224982
20AUG23 -0.949652 0.331637 0.228233
20AUG24 -0.947874 0.332834 0.219701
20AUG25 -0.949213 0.331106 0.230164
20AUG26 -0.954747 0.328805 0.226035
20AUG27 -0.949645 0.330478 0.223991
20AUG28 -0.948124 0.330746 0.227732
20AUG29 -0.947259 0.327630 0.239379
20AUG30 -0.946416 0.327884 0.217047
20AUG31 -0.946892 0.333120 0.223622
20SEP01 -0.949211 0.332322 0.224080
20SEP02 -0.947402 0.332392 0.229666
20SEP03 -0.947152 0.330725 0.222959
20SEP04 -0.948507 0.332160 0.225292
20SEP05 -0.948116 0.331486 0.217351
20SEP06 -0.947482 0.332477 0.221987
20SEP07 -0.948280 0.333163 0.230869
20SEP08 -0.946768 0.332143 0.220420
20SEP09 -0.951629 0.333855 0.220634
20SEP10 -0.947355 0.330121 0.226446
20SEP11 -0.948566 0.332083 0.229310
20SEP12 -0.951105 0.333755 0.228245
20SEP13 -0.947630 0.331506 0.224858
20SEP14 -0.948808 0.332009 0.233053
20SEP15 -0.950935 0.332251 0.229853
20SEP16 -0.948599 0.330973 0.231073
20SEP17 -0.948083 0.331714 0.228024
20SEP18 -0.946057 0.330031 0.229627
20SEP19 -0.948150 0.330033 0.232822
20SEP20 -0.947544 0.332367 0.227556
20SEP21 -0.949201 0.332996 0.226230
20SEP22 -0.951045 0.332220 0.229441
20SEP23 -0.949350 0.331194 0.224944
20SEP24 -0.951137 0.332315 0.228799
20SEP25 -0.950410 0.330968 0.232730
20SEP26 -0.948439 0.330669 0.229444
20SEP27 -0.942774 0.331979 0.234200
20SEP28 -0.948114 0.330049 0.247551
20SEP29 -0.947947 0.331859 0.231176
20SEP30 -0.946130 0.334185 0.231254
20OCT01 -0.944974 0.331199 0.226143
20OCT02 -0.947703 0.332083 0.233586
20OCT03 -0.948129 0.330519 0.229782
20OCT04 -0.945145 0.332378 0.219335
20OCT05 -0.947817 0.332072 0.214393
20OCT06 -0.946050 0.333881 0.230221
20OCT07 -0.949193 0.333039 0.225534
20OCT08 -0.950791 0.330845 0.229605
20OCT09 -0.946509 0.331781 0.230104
20OCT10 -0.947294 0.329977 0.220821
20OCT11 -0.947434 0.331684 0.220272
20OCT12 -0.950039 0.331737 0.221941
20OCT13 -0.950888 0.330971 0.227144
20OCT14 -0.951942 0.333404 0.224254
20OCT15 -0.946439 0.330088 0.226704
20OCT16 -0.950426 0.330370 0.229756
20OCT17 -0.947275 0.332356 0.223569
20OCT18 -0.942475 0.331684 0.226502
20OCT19 -0.939545 0.331075 0.233264
20OCT20 -0.942066 0.328542 0.206483
20OCT21 -0.943080 0.332088 0.222227
20OCT22 -0.951159 0.331993 0.234661
20OCT23 -0.945211 0.333223 0.209530
20OCT24 -0.945070 0.330579 0.219530
20OCT25 -0.942432 0.332752 0.222073
20OCT26 -0.944567 0.330207 0.222108
20OCT27 -0.943861 0.330492 0.220520
20OCT28 -0.945999 0.330308 0.224350
20OCT29 -0.946380 0.332577 0.223282
20OCT30 -0.948553 0.331001 0.225195
20OCT31 -0.948245 0.332537 0.220790
20NOV01 -0.950019 0.331834 0.223435
20NOV02 -0.949220 0.333598 0.220904
20NOV03 -0.942701 0.335843 0.201672
20NOV04 -0.949177 0.332104 0.217649
20NOV05 -0.944239 0.331506 0.221767
20NOV06 -0.936979 0.332940 0.216146
20NOV07 -0.946153 0.334379 0.221492
20NOV08 -0.946519 0.333631 0.223206
20NOV09 -0.945934 0.331084 0.218855
20NOV10 -0.946302 0.333296 0.217473
20NOV11 -0.948212 0.334399 0.232251
20NOV12 -0.946679 0.332190 0.217199
20NOV13 -0.946580 0.331826 0.221348
20NOV14 -0.939945 0.331177 0.229966
20NOV15 -0.942321 0.327086 0.231950
20NOV16 -0.946987 0.332344 0.229672
20NOV17 -0.946470 0.333571 0.223165
20NOV18 -0.947185 0.331428 0.223189
20NOV19 -0.950773 0.333655 0.228566
20NOV20 -0.947112 0.332698 0.223908
20NOV21 -0.949480 0.336424 0.230733
20NOV22 -0.949592 0.332644 0.224061
20NOV23 -0.949270 0.332928 0.224564
20NOV24 -0.947438 0.332672 0.224003
20NOV25 -0.947234 0.334390 0.234011
20NOV26 -0.943056 0.332377 0.222498
20NOV27 -0.946451 0.331433 0.224894
20NOV28 -0.948119 0.332122 0.231128
20NOV29 -0.942168 0.332393 0.215997
20NOV30 -0.932633 0.333592 0.214955
