YYMMMDD __east(m) _north(m) ____up(m)
17SEP27 -0.945468 0.336348 0.223891
17SEP28 -0.948872 0.333742 0.226384
17SEP29 -0.944193 0.333271 0.222707
17SEP30 -0.940178 0.337333 0.228550
17OCT01 -0.942892 0.336935 0.232834
17OCT02 -0.946524 0.335352 0.230885
17OCT03 -0.945314 0.337514 0.223010
17OCT04 -0.945401 0.336285 0.227718
17OCT05 -0.945090 0.335662 0.221282
17OCT06 -0.948205 0.335606 0.231367
17OCT07 -0.944449 0.331969 0.226862
17OCT08 -0.949549 0.335072 0.228869
17OCT09 -0.950120 0.336814 0.232756
17OCT10 -0.949452 0.336797 0.223241
17OCT11 -0.946582 0.334984 0.224521
17OCT12 -0.949079 0.335704 0.220599
17OCT13 -0.947874 0.335934 0.222140
17OCT14 -0.947290 0.335829 0.222163
17OCT15 -0.947559 0.333829 0.225719
17OCT16 -0.948967 0.335041 0.226474
17OCT17 -0.946665 0.334466 0.228135
17OCT18 -0.950055 0.333883 0.225087
17OCT19 -0.945668 0.333379 0.233615
17OCT20 -0.945313 0.333927 0.236526
17OCT21 -0.944223 0.334109 0.227279
17OCT22 -0.944038 0.336646 0.222885
17OCT23 -0.946664 0.333812 0.222968
17OCT24 -0.946261 0.334455 0.224334
17OCT25 -0.947779 0.335566 0.228246
17OCT26 -0.950896 0.333423 0.225083
17OCT27 -0.951718 0.337196 0.221648
17OCT28 -0.948261 0.335971 0.217172
17OCT29 -0.947996 0.332515 0.221909
17OCT31 -0.947475 0.334736 0.233012
17NOV01 -0.947899 0.334320 0.223990
17NOV02 -0.949094 0.336305 0.219882
17NOV03 -0.948930 0.335673 0.215006
17NOV04 -0.946314 0.338363 0.219051
17NOV05 -0.946530 0.340014 0.208614
17NOV06 -0.949613 0.337000 0.213641
17NOV08 -0.953847 0.336098 0.219895
17NOV09 -0.952536 0.339239 0.212414
17NOV13 -0.947512 0.336825 0.230890
17NOV14 -0.947594 0.336680 0.228191
17NOV15 -0.945334 0.337670 0.225404
17NOV17 -0.947988 0.336700 0.225065
17NOV18 -0.945473 0.336563 0.229824
17NOV19 -0.948081 0.336926 0.221477
17NOV20 -0.947981 0.336143 0.236623
17NOV21 -0.951581 0.336662 0.241240
17NOV22 -0.947453 0.338035 0.236203
17NOV23 -0.944409 0.337569 0.226739
17NOV24 -0.948160 0.336183 0.224533
17NOV25 -0.948953 0.335246 0.234514
17NOV26 -0.946945 0.336169 0.237490
17NOV27 -0.941451 0.336465 0.225858
17NOV28 -0.940462 0.336357 0.224523
17NOV29 -0.938686 0.336847 0.237713
17DEC01 -0.947978 0.335958 0.226645
17DEC02 -0.947031 0.336685 0.230142
17DEC03 -0.946155 0.335019 0.229746
17DEC04 -0.941269 0.336749 0.216766
17DEC06 -0.944611 0.337516 0.223122
17DEC07 -0.947893 0.336017 0.219919
17DEC08 -0.943830 0.337132 0.223239
17DEC09 -0.945600 0.336016 0.223015
17DEC10 -0.940474 0.336384 0.228499
17DEC11 -0.945582 0.337483 0.229699
17DEC12 -0.941068 0.339244 0.218369
17DEC13 -0.942907 0.337369 0.230598
17DEC14 -0.944128 0.336047 0.230114
17DEC15 -0.943662 0.334131 0.221557
17DEC16 -0.945096 0.338320 0.232578
17DEC17 -0.946188 0.336143 0.227132
17DEC18 -0.944794 0.335623 0.223737
17DEC19 -0.948067 0.336989 0.231270
17DEC20 -0.943380 0.335868 0.225364
17DEC21 -0.945865 0.335123 0.223457
17DEC22 -0.946554 0.337188 0.226388
17DEC23 -0.945368 0.336716 0.222341
17DEC24 -0.944412 0.336587 0.233281
17DEC25 -0.944853 0.337339 0.225482
17DEC26 -0.945323 0.336674 0.220007
17DEC27 -0.945226 0.334372 0.227230
17DEC28 -0.946178 0.335706 0.223769
17DEC29 -0.943222 0.335175 0.228996
17DEC30 -0.947600 0.334903 0.236151
17DEC31 -0.947365 0.333806 0.219844
18JAN01 -0.947321 0.336220 0.227160
18JAN02 -0.949296 0.337326 0.227073
18JAN03 -0.945483 0.336633 0.227322
18JAN04 -0.946251 0.336525 0.223895
18JAN05 -0.946289 0.336668 0.235616
18JAN06 -0.948826 0.334531 0.223296
18JAN07 -0.947146 0.336011 0.240434
18JAN08 -0.945748 0.335897 0.225334
18JAN09 -0.947787 0.336974 0.223908
18JAN11 -0.948278 0.335974 0.226988
18JAN12 -0.948110 0.336451 0.231363
18JAN13 -0.948390 0.336683 0.231137
18JAN14 -0.942865 0.336897 0.227415
18JAN15 -0.945855 0.338896 0.235918
18JAN16 -0.942638 0.337241 0.232362
18JAN17 -0.946933 0.336378 0.236646
18JAN18 -0.948083 0.334795 0.231938
18JAN19 -0.943652 0.336411 0.228810
18JAN22 -0.946410 0.336730 0.223682
18JAN23 -0.949481 0.337329 0.228748
18JAN24 -0.948250 0.336424 0.223616
18JAN25 -0.948264 0.337465 0.223901
18JAN26 -0.942451 0.342141 0.204630
18JAN27 -0.943817 0.340799 0.230817
18JAN29 -0.948684 0.337100 0.232424
18JAN30 -0.949840 0.332150 0.237935
18JAN31 -0.946731 0.338387 0.237315
18FEB01 -0.940638 0.340759 0.234146
18FEB04 -0.946508 0.335440 0.217149
18FEB05 -0.946945 0.337783 0.239662
18FEB06 -0.949660 0.338803 0.233595
18FEB07 -0.948368 0.338819 0.223776
18FEB08 -0.946181 0.334205 0.223074
18FEB09 -0.945031 0.339211 0.228562
18FEB10 -0.944870 0.339422 0.225294
18FEB11 -0.948544 0.337827 0.215094
18FEB12 -0.946100 0.336539 0.210001
18FEB13 -0.948637 0.336530 0.224623
18FEB14 -0.949255 0.337624 0.230655
18FEB16 -0.950210 0.338768 0.235939
18FEB17 -0.947636 0.334751 0.240249
18FEB18 -0.946701 0.337824 0.239617
18FEB20 -0.950403 0.338885 0.233101
18FEB21 -0.948297 0.337924 0.238052
18FEB22 -0.954222 0.335064 0.238507
18FEB23 -0.950186 0.338303 0.229116
18FEB24 -0.946234 0.336275 0.238774
18FEB25 -0.944524 0.337737 0.232275
18MAR01 -0.933910 0.334991 0.217989
18MAR02 -0.933986 0.334950 0.219587
18MAR03 -0.947605 0.333118 0.254166
18MAR04 -0.939724 0.334878 0.231324
18MAR05 -0.945966 0.337657 0.234077
18MAR06 -0.944781 0.337329 0.237455
18MAR07 -0.939972 0.334398 0.216348
18MAR08 -0.947182 0.335990 0.228708
18MAR09 -0.937586 0.333228 0.232047
18MAR10 -0.942084 0.334912 0.223879
18MAR11 -0.946703 0.335654 0.236646
18MAR12 -0.942518 0.336863 0.238114
18MAR13 -0.947009 0.334543 0.233755
18MAR14 -0.945886 0.336333 0.231580
18MAR15 -0.946873 0.334410 0.232691
18MAR16 -0.947283 0.336418 0.239552
18MAR18 -0.948571 0.335550 0.233099
18MAR19 -0.946978 0.336498 0.223406
18MAR20 -0.941174 0.339140 0.231948
18MAR21 -0.941924 0.339642 0.212287
18MAR22 -0.944886 0.336330 0.225834
18MAR23 -0.946895 0.336118 0.228327
18MAR24 -0.949194 0.334931 0.231574
18MAR25 -0.945240 0.335537 0.221895
18MAR26 -0.944241 0.337400 0.233689
18MAR27 -0.946551 0.337233 0.223611
18MAR28 -0.947338 0.337292 0.232599
18MAR29 -0.949006 0.336205 0.237065
18MAR30 -0.945880 0.334327 0.233166
18MAR31 -0.946605 0.335617 0.230316
18APR01 -0.946223 0.336357 0.230184
18APR02 -0.948029 0.336694 0.236544
18APR03 -0.946471 0.335481 0.235115
18APR04 -0.949236 0.334129 0.229396
18APR05 -0.948778 0.334701 0.234905
18APR06 -0.947906 0.334242 0.229795
18APR07 -0.949033 0.335455 0.229963
18APR08 -0.943621 0.335905 0.231775
18APR09 -0.941831 0.336131 0.227064
18APR10 -0.947427 0.336419 0.221049
18APR11 -0.948401 0.335820 0.235736
18APR12 -0.949806 0.333041 0.225609
18APR13 -0.946864 0.334717 0.231816
18APR14 -0.946180 0.334979 0.230580
18APR15 -0.945791 0.336537 0.231988
18APR16 -0.946513 0.335543 0.231465
18APR17 -0.945890 0.336121 0.231216
18APR18 -0.944721 0.336638 0.227340
18APR19 -0.948909 0.335494 0.220612
18APR20 -0.950976 0.334722 0.234048
18APR21 -0.947431 0.334948 0.237806
18APR22 -0.949568 0.332691 0.234333
18APR23 -0.949583 0.334900 0.239299
18APR24 -0.948623 0.337425 0.229352
18APR25 -0.947342 0.333003 0.230754
18APR26 -0.947576 0.334605 0.230584
18APR27 -0.946388 0.333020 0.234373
18APR28 -0.948327 0.332717 0.239279
18APR29 -0.943981 0.332772 0.239077
18APR30 -0.948731 0.335169 0.231683
18MAY01 -0.949204 0.335448 0.233504
18MAY02 -0.949179 0.335478 0.227303
18MAY03 -0.951824 0.337192 0.229801
18MAY04 -0.944620 0.333577 0.231878
18MAY05 -0.948174 0.334665 0.230149
18MAY06 -0.949812 0.335604 0.228752
18MAY07 -0.948966 0.335626 0.236364
18MAY08 -0.947280 0.335694 0.233710
18MAY09 -0.947403 0.334178 0.238249
18MAY10 -0.946767 0.334708 0.225514
18MAY11 -0.944862 0.332332 0.235509
18MAY12 -0.947340 0.333936 0.234316
18MAY13 -0.950708 0.335496 0.237147
18MAY14 -0.945804 0.334989 0.232784
18MAY15 -0.947418 0.335156 0.232295
18MAY16 -0.947670 0.337153 0.228490
18MAY17 -0.945810 0.336360 0.239162
18MAY18 -0.945230 0.333678 0.222622
18MAY19 -0.947213 0.336850 0.237139
18MAY20 -0.947372 0.336237 0.232103
18MAY21 -0.947565 0.335764 0.226272
18MAY22 -0.947703 0.335659 0.225812
18MAY23 -0.949646 0.336171 0.240924
18MAY24 -0.947825 0.336768 0.231475
18MAY25 -0.949223 0.337611 0.234520
18MAY26 -0.949730 0.338499 0.236141
18MAY27 -0.945791 0.336901 0.237632
18MAY28 -0.946452 0.335022 0.234476
18MAY29 -0.945192 0.334007 0.228245
18MAY30 -0.945964 0.334498 0.223911
18MAY31 -0.946560 0.333713 0.225940
18JUN01 -0.945837 0.334117 0.236718
18JUN02 -0.947299 0.334238 0.236119
18JUN03 -0.947791 0.336647 0.233842
18JUN04 -0.950423 0.333879 0.230217
18JUN05 -0.947015 0.335591 0.237682
18JUN06 -0.948744 0.334202 0.238171
18JUN07 -0.948440 0.335158 0.228052
18JUN11 -0.949304 0.334746 0.239114
18JUN13 -0.947116 0.334840 0.238830
18JUN14 -0.948343 0.334049 0.233029
18JUN15 -0.950703 0.334876 0.232761
18JUN16 -0.950128 0.335014 0.237983
18JUN17 -0.947412 0.336514 0.238758
18JUN18 -0.947217 0.334951 0.228848
18JUN19 -0.947505 0.334840 0.229320
18JUN20 -0.948119 0.334577 0.233770
18JUN21 -0.948450 0.333033 0.234834
18JUN22 -0.949134 0.333282 0.241969
18JUN23 -0.950767 0.335449 0.233278
18JUN24 -0.951168 0.336859 0.235333
18JUN25 -0.949266 0.336125 0.234940
18JUN26 -0.947385 0.335223 0.232843
18JUN27 -0.948820 0.334326 0.231319
18JUN28 -0.947957 0.334801 0.232766
18JUN29 -0.948074 0.332772 0.222600
18JUN30 -0.949417 0.333450 0.242265
18JUL01 -0.948412 0.333664 0.232811
18JUL02 -0.947121 0.332401 0.228060
18JUL03 -0.948694 0.333052 0.231679
18JUL04 -0.949632 0.332589 0.237106
18JUL05 -0.949034 0.334304 0.230599
18JUL06 -0.950198 0.333648 0.231474
18JUL07 -0.949558 0.337271 0.225510
18JUL08 -0.948979 0.333853 0.229269
18JUL09 -0.949597 0.331858 0.231692
18JUL10 -0.948946 0.332955 0.227868
18JUL11 -0.947789 0.333944 0.226975
18JUL12 -0.948100 0.331097 0.227723
18JUL13 -0.945158 0.334125 0.226081
18JUL14 -0.947123 0.333355 0.232050
18JUL16 -0.948638 0.332236 0.235668
18JUL17 -0.951910 0.335093 0.223680
18JUL18 -0.949347 0.332461 0.244122
18JUL19 -0.949902 0.333512 0.229653
18JUL20 -0.949865 0.331831 0.234121
18JUL21 -0.950877 0.332485 0.233981
18JUL22 -0.949514 0.332519 0.223889
18JUL23 -0.947219 0.331507 0.224624
18JUL24 -0.949928 0.332518 0.227988
18JUL25 -0.950964 0.332420 0.232108
18JUL26 -0.949993 0.333366 0.235043
18JUL27 -0.948302 0.333054 0.238011
18JUL28 -0.945844 0.332429 0.225884
18JUL29 -0.949325 0.333406 0.230720
18JUL30 -0.949915 0.331491 0.239074
18JUL31 -0.947582 0.332343 0.224032
18AUG01 -0.946673 0.330972 0.231054
18AUG02 -0.950468 0.333098 0.225616
18AUG03 -0.948864 0.331715 0.223414
18AUG04 -0.947430 0.332910 0.230999
18AUG05 -0.949458 0.335401 0.209640
18AUG06 -0.955769 0.336680 0.219139
18AUG07 -0.954819 0.332263 0.224993
18AUG08 -0.950123 0.332780 0.216769
18AUG09 -0.943070 0.334823 0.219343
18AUG10 -0.947525 0.332642 0.238023
18AUG11 -0.949441 0.333836 0.227381
18AUG12 -0.951249 0.333989 0.230451
18AUG13 -0.950309 0.331489 0.239826
18AUG14 -0.949707 0.330893 0.221874
18AUG15 -0.946259 0.331270 0.229448
18AUG16 -0.946618 0.329814 0.235890
18AUG17 -0.952505 0.329631 0.236307
18AUG18 -0.950249 0.332495 0.233464
18AUG19 -0.949590 0.331249 0.229189
18AUG20 -0.949785 0.330953 0.228378
18AUG21 -0.949019 0.333018 0.228590
18AUG22 -0.948439 0.332759 0.232796
18AUG23 -0.951429 0.332955 0.230071
18AUG24 -0.949510 0.332030 0.220955
18AUG25 -0.950229 0.331489 0.227089
18AUG26 -0.947902 0.335312 0.221186
18AUG27 -0.945784 0.331200 0.231477
18AUG28 -0.948290 0.330940 0.230799
18AUG29 -0.947082 0.330753 0.226654
18AUG30 -0.947927 0.334482 0.221521
18AUG31 -0.948324 0.332754 0.236578
18SEP01 -0.946034 0.332216 0.234323
18SEP02 -0.949260 0.331157 0.229263
18SEP03 -0.947283 0.335066 0.226397
18SEP04 -0.948158 0.329965 0.241884
18SEP05 -0.945632 0.329107 0.246678
18SEP06 -0.948338 0.331941 0.234324
18SEP07 -0.946075 0.330790 0.229984
18SEP08 -0.944904 0.331979 0.228426
18SEP09 -0.943304 0.331473 0.223026
18SEP10 -0.946498 0.330481 0.226969
18SEP11 -0.943260 0.332168 0.214446
18SEP12 -0.951159 0.333741 0.221954
18SEP13 -0.948323 0.332569 0.225486
18SEP14 -0.948488 0.334263 0.231060
18SEP15 -0.949581 0.333969 0.225893
18SEP16 -0.947458 0.332561 0.236636
18SEP17 -0.946451 0.332727 0.225077
18SEP18 -0.948897 0.332296 0.233831
18SEP19 -0.946594 0.333503 0.222439
18SEP20 -0.946535 0.332569 0.225698
18SEP21 -0.946708 0.331473 0.223735
18SEP22 -0.945022 0.332528 0.226062
18SEP23 -0.947654 0.332029 0.225468
18SEP24 -0.948066 0.330706 0.230452
18SEP25 -0.947160 0.333971 0.224506
18SEP26 -0.948790 0.331661 0.233940
18SEP27 -0.949020 0.333212 0.214962
18SEP28 -0.944574 0.334838 0.228938
18SEP29 -0.949231 0.331913 0.227125
18SEP30 -0.946411 0.331642 0.229156
18OCT01 -0.948755 0.332743 0.224430
18OCT02 -0.947928 0.334342 0.226714
18OCT03 -0.948747 0.333757 0.232593
18OCT04 -0.946587 0.332886 0.223777
18OCT05 -0.945438 0.332642 0.222717
18OCT06 -0.949321 0.333330 0.233031
18OCT07 -0.946191 0.331236 0.230491
18OCT08 -0.942216 0.333052 0.236068
18OCT09 -0.939185 0.332163 0.217808
18OCT10 -0.946974 0.332889 0.228674
18OCT11 -0.944960 0.334559 0.230739
18OCT12 -0.947569 0.333138 0.232229
18OCT13 -0.946542 0.331749 0.230520
18OCT14 -0.945838 0.333065 0.222608
18OCT15 -0.947395 0.332059 0.236965
18OCT16 -0.947522 0.331588 0.233036
18OCT17 -0.947285 0.331828 0.225750
18OCT18 -0.941506 0.331621 0.221949
18OCT19 -0.946519 0.331315 0.224836
18OCT20 -0.949567 0.332924 0.230469
18OCT21 -0.948243 0.334126 0.228429
18OCT22 -0.948616 0.334789 0.227258
18OCT23 -0.948971 0.331820 0.231427
18OCT24 -0.948911 0.333777 0.226716
18OCT25 -0.948767 0.334546 0.228078
18OCT26 -0.948856 0.334371 0.232756
18OCT27 -0.948552 0.333691 0.218393
18OCT28 -0.948089 0.333204 0.226548
18OCT29 -0.947137 0.331803 0.229439
18OCT30 -0.947590 0.333728 0.230608
18OCT31 -0.948029 0.331993 0.233872
18NOV01 -0.944413 0.334734 0.222787
18NOV02 -0.943385 0.332914 0.216474
18NOV03 -0.944230 0.330418 0.220451
18NOV04 -0.945978 0.330471 0.224168
18NOV05 -0.946367 0.332989 0.228069
18NOV06 -0.945437 0.334032 0.229201
18NOV07 -0.944615 0.334174 0.233590
18NOV08 -0.949199 0.333474 0.225964
18NOV09 -0.945200 0.334089 0.224251
18NOV10 -0.943742 0.334117 0.232085
18NOV11 -0.945687 0.335419 0.231809
18NOV12 -0.944075 0.336922 0.221795
18NOV13 -0.942200 0.334428 0.223976
18NOV14 -0.947698 0.334030 0.230996
18NOV15 -0.947561 0.335126 0.233954
18NOV16 -0.943209 0.333167 0.212672
18NOV17 -0.937619 0.333145 0.222686
18NOV18 -0.943297 0.335096 0.221956
18NOV19 -0.948475 0.334520 0.230964
18NOV20 -0.945793 0.333148 0.226165
18NOV21 -0.947452 0.334648 0.224488
18NOV22 -0.943465 0.335428 0.234602
18NOV23 -0.948646 0.332551 0.235932
18NOV24 -0.947871 0.334256 0.221406
18NOV25 -0.947145 0.333855 0.220412
18NOV26 -0.946085 0.334804 0.222114
18NOV27 -0.944517 0.334388 0.222747
18NOV28 -0.944618 0.335067 0.226334
18NOV29 -0.948997 0.334966 0.226676
18NOV30 -0.946665 0.334291 0.227863
18DEC01 -0.944745 0.333884 0.230913
18DEC02 -0.944476 0.333421 0.224821
18DEC03 -0.945169 0.336158 0.228163
18DEC04 -0.948804 0.333641 0.229370
18DEC05 -0.949847 0.334896 0.226463
18DEC06 -0.948958 0.333373 0.226988
18DEC07 -0.946932 0.335976 0.222685
18DEC08 -0.947054 0.335364 0.223691
18DEC09 -0.945508 0.335047 0.225526
18DEC10 -0.945006 0.335022 0.231801
18DEC11 -0.945466 0.333274 0.227810
18DEC12 -0.944272 0.334549 0.233545
18DEC13 -0.943335 0.336167 0.237278
18DEC14 -0.944766 0.333806 0.229000
18DEC15 -0.942766 0.335332 0.223074
18DEC16 -0.945358 0.335903 0.225804
18DEC17 -0.944969 0.335077 0.226680
18DEC18 -0.943905 0.336826 0.229250
18DEC19 -0.943463 0.334354 0.226895
18DEC20 -0.944314 0.335854 0.217240
18DEC21 -0.946940 0.333623 0.225751
18DEC22 -0.947065 0.334859 0.235157
18DEC23 -0.952760 0.336981 0.241585
18DEC24 -0.947263 0.339038 0.224111
18DEC25 -0.948192 0.335848 0.233661
18DEC26 -0.948700 0.336304 0.221837
18DEC27 -0.946405 0.337753 0.215713
18DEC28 -0.946856 0.335396 0.228198
18DEC29 -0.946850 0.333765 0.237071
18DEC30 -0.946698 0.335560 0.224345
18DEC31 -0.949188 0.334172 0.231084
19JAN01 -0.950547 0.335109 0.229036
19JAN02 -0.948470 0.333948 0.218318
19JAN03 -0.949161 0.335000 0.226481
19JAN04 -0.945653 0.335650 0.221842
19JAN05 -0.947764 0.335431 0.233055
19JAN06 -0.949232 0.335688 0.228196
19JAN07 -0.950417 0.334440 0.229859
19JAN08 -0.947601 0.334256 0.228075
19JAN09 -0.945336 0.334096 0.235533
19JAN10 -0.947075 0.334254 0.239825
19JAN11 -0.951376 0.334635 0.232757
19JAN12 -0.952570 0.336061 0.230403
19JAN13 -0.948286 0.334735 0.230277
19JAN14 -0.949222 0.333994 0.232764
19JAN15 -0.947092 0.334199 0.233777
19JAN16 -0.947481 0.334281 0.231328
19JAN17 -0.946663 0.336256 0.228227
19JAN18 -0.948023 0.333460 0.216978
19JAN19 -0.948635 0.333762 0.224970
19JAN20 -0.947873 0.335607 0.231293
19JAN21 -0.939878 0.334822 0.220298
19JAN22 -0.943554 0.334274 0.224153
19JAN23 -0.943526 0.332918 0.223513
19JAN24 -0.948143 0.333832 0.233589
19JAN25 -0.946903 0.335047 0.229757
19JAN26 -0.948789 0.334149 0.226916
19JAN27 -0.948008 0.335575 0.232607
19JAN28 -0.946087 0.334710 0.232535
19JAN29 -0.946579 0.335426 0.231101
19JAN30 -0.944143 0.332624 0.230961
19JAN31 -0.946923 0.334905 0.232680
19FEB01 -0.948326 0.335705 0.223339
19FEB02 -0.945972 0.336477 0.222526
19FEB03 -0.948452 0.335184 0.219648
19FEB04 -0.944469 0.334571 0.224719
19FEB05 -0.947673 0.336195 0.228019
19FEB06 -0.946776 0.336030 0.232578
19FEB07 -0.945962 0.336229 0.234947
19FEB08 -0.944961 0.335694 0.234555
19FEB09 -0.946710 0.335937 0.234083
19FEB10 -0.948309 0.335223 0.229727
19FEB11 -0.948354 0.336173 0.232052
19FEB12 -0.947730 0.336126 0.229479
19FEB13 -0.945246 0.335423 0.229520
19FEB14 -0.946032 0.333607 0.236491
19FEB15 -0.943028 0.335473 0.234861
19FEB16 -0.946809 0.335856 0.234574
19FEB17 -0.948765 0.337852 0.224946
19FEB18 -0.945308 0.335888 0.225054
19FEB19 -0.943939 0.334410 0.237075
19FEB20 -0.947114 0.336285 0.230893
19FEB21 -0.948320 0.336686 0.231615
19FEB22 -0.948369 0.335564 0.236419
19FEB23 -0.949407 0.334656 0.235510
19FEB24 -0.948023 0.336879 0.235307
19FEB25 -0.948461 0.336016 0.231277
19FEB26 -0.947879 0.335816 0.227546
19FEB27 -0.944518 0.334541 0.234746
19FEB28 -0.950805 0.334908 0.230474
19MAR01 -0.947536 0.334073 0.225175
19MAR02 -0.947107 0.333456 0.224159
19MAR03 -0.943779 0.335007 0.223691
19MAR04 -0.946617 0.334073 0.229384
19MAR05 -0.945320 0.336164 0.236262
19MAR06 -0.946485 0.334169 0.239355
19MAR07 -0.949085 0.332780 0.234295
19MAR08 -0.947889 0.333525 0.242096
19MAR09 -0.945485 0.337570 0.231629
19MAR10 -0.946831 0.335003 0.230587
19MAR11 -0.947348 0.333955 0.230775
19MAR12 -0.949526 0.332265 0.236572
19MAR13 -0.947110 0.332242 0.233143
19MAR14 -0.946740 0.334177 0.235379
19MAR15 -0.948043 0.335047 0.228920
19MAR16 -0.948159 0.334133 0.232559
19MAR17 -0.947991 0.334195 0.234808
19MAR18 -0.944591 0.332493 0.239049
19MAR19 -0.945531 0.334626 0.229180
19MAR20 -0.946840 0.331372 0.234202
19MAR21 -0.946788 0.337115 0.230086
19MAR22 -0.948243 0.336285 0.236625
19MAR23 -0.946438 0.333906 0.235269
19MAR24 -0.948577 0.334202 0.236788
19MAR25 -0.946636 0.333586 0.223935
19MAR26 -0.947461 0.333593 0.234803
19MAR27 -0.945126 0.332760 0.237895
19MAR28 -0.947817 0.337889 0.235159
19MAR29 -0.947308 0.334529 0.231898
19MAR30 -0.950269 0.334398 0.237940
19MAR31 -0.953131 0.334470 0.241520
19APR01 -0.949653 0.335101 0.230657
19APR02 -0.948999 0.334619 0.229659
19APR03 -0.943379 0.336457 0.226469
19APR04 -0.949016 0.335465 0.239065
19APR05 -0.950052 0.334529 0.243230
19APR06 -0.947299 0.333260 0.231949
19APR07 -0.949454 0.333155 0.226209
19APR08 -0.948797 0.334722 0.226776
19APR09 -0.945888 0.335238 0.232134
19APR11 -0.945943 0.334771 0.228277
19APR12 -0.942961 0.332920 0.234271
19APR14 -0.946731 0.332637 0.228174
19APR15 -0.949661 0.337724 0.229531
19APR16 -0.943551 0.334981 0.225571
19APR17 -0.948094 0.333868 0.235841
19APR18 -0.948116 0.335423 0.237006
19APR19 -0.947809 0.334233 0.234201
19APR20 -0.944906 0.336028 0.234917
19APR21 -0.947326 0.333142 0.235785
19APR22 -0.947803 0.334914 0.230982
19APR23 -0.950064 0.336600 0.237190
19APR24 -0.946071 0.333822 0.235869
19APR25 -0.946541 0.333813 0.232606
19APR26 -0.945489 0.333400 0.228241
19APR27 -0.945682 0.333866 0.233556
19APR28 -0.945531 0.335259 0.235282
19APR29 -0.945333 0.335972 0.237247
19APR30 -0.947794 0.334061 0.231013
19MAY01 -0.948424 0.333775 0.239602
19MAY02 -0.947707 0.336192 0.238134
19MAY03 -0.949049 0.337003 0.236672
19MAY04 -0.946727 0.336204 0.234233
19MAY05 -0.945902 0.335073 0.229329
19MAY06 -0.945297 0.333754 0.238615
19MAY07 -0.946592 0.334014 0.237996
19MAY08 -0.947428 0.333519 0.237364
19MAY09 -0.946974 0.334957 0.235778
19MAY10 -0.944608 0.334786 0.231409
19MAY11 -0.948265 0.335694 0.232343
19MAY12 -0.948541 0.335185 0.233410
19MAY13 -0.945740 0.335987 0.234600
19MAY14 -0.950137 0.335718 0.234209
19MAY15 -0.948591 0.335741 0.237446
19MAY16 -0.948240 0.334713 0.233825
19MAY17 -0.948669 0.332036 0.240400
19MAY18 -0.945603 0.332480 0.231016
19MAY19 -0.947843 0.334501 0.238934
19MAY20 -0.943934 0.333730 0.232650
19MAY21 -0.947509 0.335455 0.234953
19MAY22 -0.953860 0.333944 0.238007
19MAY23 -0.948098 0.335294 0.224085
19MAY24 -0.947473 0.333741 0.237902
19MAY25 -0.951734 0.333923 0.240454
19MAY26 -0.951089 0.335657 0.220015
19MAY27 -0.949348 0.335474 0.232379
19MAY28 -0.948989 0.335352 0.231459
19MAY29 -0.949556 0.334642 0.232697
19MAY30 -0.948120 0.336976 0.236335
19MAY31 -0.949977 0.334549 0.234784
19JUN01 -0.948015 0.335069 0.236550
19JUN02 -0.951488 0.334675 0.224896
19JUN03 -0.947588 0.335308 0.228002
19JUN04 -0.950557 0.331335 0.232641
19JUN05 -0.949054 0.334438 0.237040
19JUN06 -0.946867 0.333987 0.237299
19JUN07 -0.950702 0.335833 0.231271
19JUN08 -0.948060 0.334462 0.231467
19JUN09 -0.948277 0.334364 0.236791
19JUN10 -0.948457 0.331865 0.228113
19JUN11 -0.948393 0.335401 0.227706
19JUN12 -0.947140 0.337324 0.231551
19JUN13 -0.948722 0.335830 0.236134
19JUN14 -0.945337 0.333818 0.233241
19JUN15 -0.947314 0.334990 0.232035
19JUN16 -0.948610 0.334272 0.231766
19JUN17 -0.946881 0.333535 0.224093
19JUN18 -0.949740 0.334252 0.233396
19JUN19 -0.949358 0.334145 0.232043
19JUN20 -0.950462 0.333278 0.235193
19JUN21 -0.945383 0.332697 0.238372
19JUN22 -0.950751 0.331969 0.231139
19JUN23 -0.948961 0.332282 0.230315
19JUN24 -0.947897 0.332220 0.227942
19JUN25 -0.950892 0.334959 0.225792
19JUN26 -0.949652 0.334444 0.229663
19JUN27 -0.948407 0.336584 0.223373
19JUN29 -0.947109 0.333838 0.230200
19JUN30 -0.948064 0.331679 0.234222
19JUL01 -0.946469 0.333138 0.223004
19JUL02 -0.947534 0.332490 0.215063
19JUL03 -0.948715 0.332460 0.236736
19JUL04 -0.946333 0.331691 0.231865
19JUL05 -0.946859 0.335569 0.220990
19JUL06 -0.947419 0.332968 0.231744
19JUL07 -0.945997 0.331145 0.233684
19JUL08 -0.949452 0.333524 0.228190
19JUL09 -0.947570 0.331023 0.235632
19JUL10 -0.948412 0.334483 0.233807
19JUL11 -0.947524 0.332459 0.227818
19JUL12 -0.947527 0.333818 0.233608
19JUL13 -0.949187 0.333085 0.224154
19JUL14 -0.947100 0.333101 0.225283
19JUL15 -0.945034 0.332500 0.231506
19JUL16 -0.946561 0.334184 0.223544
19JUL17 -0.946897 0.332946 0.235449
19JUL18 -0.948342 0.331836 0.230931
19JUL19 -0.947066 0.334605 0.239149
19JUL20 -0.948616 0.330104 0.226031
19JUL21 -0.946372 0.331790 0.229632
19JUL22 -0.947265 0.332379 0.228948
19JUL23 -0.947149 0.334205 0.224821
