YYMMMDD __east(m) _north(m) ____up(m)
13JAN12 0.356472 0.557207 0.218533
13JAN13 0.354678 0.557039 0.218236
13JAN14 0.354864 0.556648 0.221772
13JAN15 0.355753 0.557360 0.225273
13JAN16 0.354290 0.556549 0.219534
13JAN17 0.354420 0.557861 0.214227
13JAN18 0.350759 0.557859 0.213829
13JAN19 0.352214 0.558521 0.215618
13JAN20 0.352174 0.556208 0.223429
13JAN21 0.351378 0.556213 0.219150
13JAN22 0.350992 0.559785 0.229731
13JAN23 0.352510 0.556307 0.223199
13JAN24 0.353922 0.558363 0.220313
13JAN25 0.352739 0.556463 0.216834
13JAN26 0.352070 0.557240 0.215800
13JAN27 0.355266 0.558561 0.218263
13JAN28 0.352596 0.560529 0.215652
13JAN29 0.350748 0.559625 0.217068
13JAN30 0.350780 0.556892 0.214012
13JAN31 0.352540 0.557930 0.215303
13FEB01 0.352907 0.557973 0.220311
13FEB02 0.350443 0.557420 0.215543
13FEB03 0.352525 0.556361 0.224642
13FEB04 0.352373 0.557025 0.220875
13FEB05 0.352534 0.557644 0.218064
13FEB06 0.350908 0.557852 0.221714
13FEB07 0.353628 0.558046 0.223368
13FEB08 0.352090 0.556785 0.224329
13FEB09 0.352911 0.555702 0.226847
13FEB10 0.355172 0.556780 0.219950
13FEB11 0.354972 0.556632 0.221191
13FEB12 0.352598 0.557635 0.220645
13FEB13 0.355577 0.556345 0.220259
13FEB14 0.354884 0.556396 0.222278
13FEB15 0.355596 0.556656 0.216946
13FEB16 0.352365 0.558336 0.215214
13FEB17 0.355138 0.558970 0.222473
13FEB18 0.345925 0.557945 0.205380
13FEB19 0.352276 0.556361 0.217299
13FEB20 0.351346 0.557675 0.220848
13FEB21 0.352652 0.557067 0.217786
13FEB22 0.355002 0.558597 0.217468
13FEB23 0.353835 0.557143 0.212891
13FEB24 0.354425 0.558609 0.219364
13FEB25 0.354006 0.558909 0.211804
13FEB26 0.356040 0.558067 0.191094
13FEB27 0.353402 0.559050 0.221708
13FEB28 0.355289 0.559272 0.224130
13MAR01 0.349628 0.556082 0.199766
13MAR02 0.341367 0.561388 0.208369
13MAR05 0.359506 0.552577 0.169589
13MAR06 0.334685 0.567999 0.177604
13MAR07 0.332592 0.569078 0.195901
13MAR08 0.327915 0.563242 0.216836
13MAR09 0.341013 0.559400 0.197196
13MAR10 0.353108 0.558600 0.217430
13MAR11 0.354168 0.558953 0.214846
13MAR12 0.353447 0.559891 0.215064
13MAR13 0.354977 0.559604 0.211954
13MAR14 0.353984 0.558176 0.211437
13MAR15 0.343581 0.555788 0.208131
13MAR16 0.328489 0.564096 0.177136
13MAR17 0.325567 0.567603 0.225730
13MAR18 0.348696 0.558795 0.221012
13MAR19 0.345836 0.560316 0.217845
13MAR20 0.353798 0.557229 0.215117
13MAR21 0.358252 0.558142 0.211661
13MAR22 0.351904 0.558235 0.205338
13MAR23 0.351563 0.556796 0.218747
13MAR24 0.353828 0.556695 0.214736
13MAR25 0.352755 0.557208 0.215770
13MAR26 0.353943 0.555559 0.211559
13MAR27 0.355299 0.555930 0.194564
13MAR28 0.353758 0.555481 0.223981
13MAR29 0.354065 0.556458 0.222389
13MAR30 0.354778 0.556955 0.222900
13MAR31 0.347930 0.555122 0.214132
13APR01 0.352445 0.559369 0.208715
13APR02 0.352056 0.559553 0.187353
13APR03 0.365181 0.554856 0.164060
13APR04 0.350439 0.557413 0.223872
13APR05 0.354454 0.557413 0.217755
13APR06 0.354932 0.556272 0.218839
13APR07 0.353996 0.555869 0.211952
13APR08 0.352649 0.556800 0.216673
13APR09 0.354596 0.557021 0.220835
13APR10 0.353220 0.555952 0.215928
13APR11 0.353189 0.556227 0.217871
13APR12 0.354311 0.555955 0.214356
13APR13 0.354955 0.555485 0.220551
13APR14 0.354940 0.557615 0.220348
13APR15 0.355311 0.556828 0.218496
13APR16 0.353204 0.554280 0.216454
13APR17 0.354355 0.554665 0.224948
13APR18 0.354757 0.553737 0.227780
13APR19 0.352013 0.557130 0.218479
13APR22 0.353493 0.555909 0.223858
13APR23 0.352530 0.556686 0.219703
13APR26 0.352655 0.553279 0.216503
13APR27 0.351118 0.555929 0.220512
13APR28 0.353626 0.554966 0.225483
13APR29 0.354085 0.553770 0.222556
13APR30 0.353341 0.555883 0.220509
13MAY01 0.352734 0.555783 0.219213
13MAY02 0.351966 0.555151 0.216281
13MAY03 0.352216 0.555982 0.216818
13MAY04 0.351417 0.555553 0.215258
13MAY05 0.353107 0.556381 0.215453
13MAY06 0.351509 0.557963 0.215454
13MAY07 0.352793 0.554837 0.217994
13MAY08 0.354051 0.555509 0.225685
13MAY09 0.355359 0.555250 0.225916
13MAY10 0.352457 0.553910 0.217713
13MAY11 0.351031 0.554023 0.213632
13MAY12 0.345944 0.553663 0.212081
13MAY13 0.349609 0.556725 0.216596
13MAY14 0.352264 0.553896 0.213196
13MAY15 0.351398 0.553994 0.219726
13MAY16 0.353732 0.554872 0.220967
13MAY17 0.353357 0.555710 0.218746
13MAY18 0.351783 0.555976 0.218936
13MAY19 0.354024 0.555907 0.216444
13MAY20 0.354470 0.556200 0.222339
13MAY21 0.352391 0.557388 0.223843
13MAY22 0.352784 0.555695 0.223794
13MAY23 0.350955 0.554368 0.221034
13MAY24 0.353181 0.554797 0.221690
13MAY25 0.351064 0.554225 0.222050
13MAY26 0.351508 0.553958 0.218272
13MAY27 0.352737 0.555369 0.218565
13MAY28 0.350982 0.554925 0.219691
13MAY29 0.352062 0.556090 0.223939
13MAY30 0.351478 0.555389 0.221607
13MAY31 0.351908 0.555006 0.219150
13JUN01 0.352302 0.554982 0.217383
13JUN02 0.352410 0.553287 0.216329
13JUN04 0.352757 0.554903 0.218577
13JUN05 0.351357 0.554882 0.216894
13JUN06 0.354047 0.555288 0.220047
13JUN07 0.353929 0.554024 0.224340
13JUN08 0.351483 0.555191 0.220746
13JUN09 0.351646 0.554210 0.225563
13JUN10 0.352365 0.555130 0.219961
13JUN11 0.351909 0.554086 0.220713
13JUN12 0.351394 0.553173 0.217206
13JUN13 0.351761 0.553240 0.217555
13JUN14 0.353701 0.553829 0.216139
13JUN15 0.350121 0.555381 0.215477
13JUN16 0.351451 0.556213 0.216620
13JUN17 0.352639 0.552999 0.216865
13JUN18 0.350761 0.555100 0.220607
13JUN19 0.351980 0.552330 0.221919
13JUN20 0.352225 0.552431 0.221520
13JUN21 0.352295 0.552016 0.231504
13JUN22 0.352872 0.553375 0.223549
13JUN23 0.349317 0.554092 0.218447
13JUN24 0.350918 0.554656 0.217947
13JUN25 0.351670 0.555220 0.220716
13JUN26 0.351453 0.555534 0.219572
13JUL02 0.353081 0.555257 0.218740
13JUL03 0.349958 0.553764 0.213081
13JUL04 0.349573 0.556176 0.209461
13JUL05 0.351055 0.553321 0.215939
13JUL06 0.351249 0.553914 0.219762
13JUL07 0.353266 0.554077 0.221127
13JUL08 0.350718 0.552229 0.219458
13JUL09 0.350959 0.554141 0.217289
13JUL10 0.351888 0.553183 0.218008
13JUL11 0.351683 0.554306 0.217321
13JUL12 0.353028 0.554253 0.213697
13JUL13 0.352019 0.553648 0.212126
13JUL14 0.354035 0.552141 0.218956
13JUL15 0.352256 0.553450 0.215830
13JUL16 0.351660 0.553704 0.214395
13JUL17 0.350751 0.557334 0.214506
13JUL18 0.350068 0.552903 0.216816
13JUL19 0.350851 0.552314 0.224640
13JUL20 0.352958 0.552827 0.221686
13JUL21 0.350629 0.555235 0.213826
13JUL22 0.353690 0.557868 0.217332
13JUL23 0.353823 0.555702 0.215382
13JUL24 0.352096 0.553261 0.212080
13JUL25 0.354600 0.554068 0.217377
13JUL26 0.353164 0.555226 0.213071
13JUL27 0.350815 0.554987 0.210005
13JUL28 0.354956 0.555803 0.214690
13JUL29 0.353005 0.554477 0.218914
13JUL30 0.353895 0.553919 0.217954
13JUL31 0.352372 0.554860 0.220208
13AUG01 0.352180 0.556343 0.218686
13AUG02 0.353672 0.553459 0.219836
13AUG03 0.353007 0.553528 0.220433
13AUG05 0.353555 0.556234 0.225040
13AUG06 0.354884 0.555871 0.219948
13AUG07 0.353322 0.553180 0.221069
13AUG08 0.353468 0.553639 0.220990
13AUG09 0.353031 0.554351 0.214472
13AUG10 0.352462 0.555538 0.211380
13AUG11 0.354107 0.557222 0.213709
13AUG12 0.353537 0.554628 0.214906
13AUG13 0.351572 0.553228 0.214828
13AUG14 0.351982 0.553499 0.214974
13AUG15 0.352391 0.553382 0.213164
13AUG16 0.354983 0.555496 0.219925
13AUG17 0.353989 0.554600 0.212788
13AUG18 0.353988 0.553577 0.218736
13AUG19 0.355743 0.554674 0.225279
13AUG20 0.354711 0.555748 0.218461
13AUG21 0.354946 0.555064 0.208560
13AUG22 0.353182 0.554803 0.218355
13AUG23 0.352889 0.554704 0.216516
13AUG24 0.352518 0.553499 0.215042
13AUG25 0.351741 0.553843 0.213269
13AUG26 0.352775 0.552798 0.213808
13AUG27 0.354825 0.556345 0.216358
13AUG28 0.352045 0.556497 0.206482
13AUG29 0.355304 0.554461 0.217121
13AUG30 0.353102 0.555573 0.218502
13AUG31 0.353538 0.556026 0.208743
13SEP01 0.353529 0.556855 0.215512
13SEP02 0.354390 0.556453 0.215086
13SEP03 0.352875 0.553976 0.216512
13SEP04 0.354889 0.556054 0.213668
13SEP05 0.355068 0.555342 0.220580
13SEP06 0.355364 0.554832 0.213161
13SEP07 0.354850 0.555546 0.218134
13SEP08 0.355961 0.555110 0.218020
13SEP09 0.356617 0.555973 0.221173
13SEP10 0.356297 0.554606 0.219195
13SEP11 0.353412 0.555757 0.204475
13SEP12 0.355723 0.556170 0.208600
13SEP13 0.353933 0.555212 0.207306
13SEP14 0.356099 0.551788 0.221302
13SEP15 0.353832 0.554445 0.211898
13SEP16 0.353636 0.554488 0.215461
13SEP17 0.354744 0.554782 0.207265
13SEP18 0.353418 0.555694 0.214251
13SEP19 0.355303 0.555664 0.216883
13SEP20 0.353519 0.555132 0.215593
13SEP21 0.354295 0.555507 0.212790
13SEP22 0.354007 0.555776 0.210861
13SEP23 0.350685 0.556710 0.211806
13SEP24 0.355886 0.552130 0.210310
13SEP25 0.355184 0.552946 0.204740
13SEP26 0.364871 0.550597 0.201956
13SEP27 0.367025 0.553841 0.239598
13SEP28 0.356572 0.560819 0.223526
13SEP29 0.356557 0.558901 0.208353
13SEP30 0.352069 0.557617 0.207609
13OCT01 0.357390 0.555542 0.206804
13OCT02 0.336929 0.558211 0.200865
13OCT03 0.355747 0.557618 0.214840
13OCT04 0.356042 0.557874 0.212102
13OCT05 0.356742 0.556252 0.221213
13OCT06 0.352914 0.555682 0.201417
13OCT07 0.354773 0.554142 0.206580
13OCT08 0.354406 0.555718 0.223209
13OCT09 0.354729 0.555913 0.218187
13OCT10 0.353222 0.556508 0.215794
13OCT11 0.354635 0.558327 0.225899
13OCT12 0.354604 0.556978 0.216870
13OCT13 0.354342 0.555905 0.209940
13OCT14 0.353031 0.554911 0.215691
13OCT15 0.350224 0.554967 0.213394
13OCT16 0.354385 0.557946 0.208165
13OCT17 0.352909 0.557755 0.200288
13OCT18 0.342799 0.555385 0.173511
13OCT19 0.351110 0.555988 0.191249
13OCT22 0.353844 0.557832 0.210465
13OCT23 0.355060 0.557847 0.212826
13OCT24 0.341657 0.561260 0.191974
13OCT25 0.350401 0.560406 0.224730
13OCT26 0.356788 0.557843 0.211225
13OCT27 0.355621 0.558755 0.218453
13OCT28 0.354469 0.561228 0.219784
13OCT29 0.357016 0.556530 0.217698
13OCT30 0.355383 0.559262 0.210882
13OCT31 0.354389 0.556723 0.209570
13NOV01 0.354307 0.558356 0.219178
13NOV02 0.350440 0.557140 0.212544
13NOV03 0.353960 0.558645 0.218627
13NOV04 0.354746 0.556851 0.214366
13NOV05 0.353272 0.559326 0.217199
13NOV06 0.352456 0.559320 0.212876
13NOV07 0.354490 0.558989 0.212874
13NOV08 0.354534 0.557947 0.217638
13NOV09 0.354833 0.558064 0.214620
13NOV10 0.353340 0.559347 0.214142
13NOV11 0.351011 0.557846 0.202756
13NOV12 0.351019 0.558387 0.214791
13NOV13 0.354407 0.559024 0.213487
13NOV14 0.355683 0.560863 0.222746
13NOV15 0.357056 0.558937 0.211286
13NOV16 0.357110 0.559428 0.220970
13NOV17 0.353000 0.557489 0.220960
13NOV18 0.354821 0.556668 0.214223
13NOV19 0.354246 0.556850 0.219866
13NOV20 0.353223 0.560410 0.223465
13NOV21 0.353744 0.558440 0.213500
13NOV22 0.353218 0.558552 0.211834
13NOV23 0.353412 0.558713 0.210799
13NOV24 0.353139 0.558278 0.216559
13NOV25 0.352815 0.558329 0.220285
13NOV26 0.353280 0.557567 0.214670
13NOV27 0.350323 0.559093 0.205600
13NOV28 0.326363 0.561360 0.187381
13NOV29 0.353821 0.557039 0.214821
13NOV30 0.353394 0.560175 0.212127
13DEC01 0.351011 0.563256 0.220079
13DEC02 0.353811 0.563099 0.219880
13DEC03 0.374839 0.560269 0.222070
13DEC04 0.352723 0.558874 0.247187
13DEC05 0.354389 0.558613 0.207279
13DEC06 0.352252 0.559211 0.225154
13DEC07 0.355227 0.558057 0.216186
13DEC08 0.352684 0.559315 0.209686
13DEC09 0.350941 0.559365 0.204467
13DEC10 0.345940 0.557806 0.195062
13DEC11 0.339163 0.563300 0.204594
13DEC12 0.352898 0.561673 0.223536
13DEC13 0.351521 0.557376 0.200454
13DEC14 0.353979 0.558148 0.210209
13DEC15 0.356291 0.558644 0.227451
13DEC16 0.352301 0.556445 0.215612
13DEC17 0.354423 0.556869 0.215645
13DEC18 0.354559 0.558058 0.210092
13DEC19 0.354661 0.557345 0.214840
13DEC20 0.352959 0.558371 0.216421
13DEC21 0.352154 0.556488 0.213024
13DEC22 0.352561 0.557518 0.214634
13DEC23 0.352133 0.554644 0.209609
13DEC24 0.352290 0.558281 0.213436
13DEC25 0.353043 0.557893 0.217511
13DEC26 0.352783 0.556971 0.216827
13DEC27 0.352166 0.556146 0.213806
13DEC28 0.351822 0.556378 0.222489
13DEC29 0.353592 0.555601 0.222362
13DEC30 0.351946 0.556922 0.213852
13DEC31 0.353239 0.558280 0.208423
14JAN01 0.353614 0.560136 0.214369
14JAN02 0.354317 0.559357 0.212021
14JAN03 0.353745 0.557804 0.217404
14JAN04 0.352946 0.557700 0.221892
14JAN05 0.350902 0.558583 0.218443
14JAN06 0.352485 0.559226 0.216477
14JAN07 0.353781 0.557335 0.212875
14JAN08 0.347047 0.558585 0.203259
14JAN09 0.352447 0.561724 0.222701
14JAN10 0.352625 0.557549 0.229807
14JAN11 0.353941 0.558673 0.217178
14JAN12 0.352994 0.558457 0.213710
14JAN13 0.354978 0.557768 0.223800
14JAN14 0.353352 0.560044 0.228378
14JAN15 0.355489 0.558554 0.220395
14JAN16 0.355158 0.559295 0.214335
14JAN17 0.351858 0.555303 0.221122
14JAN18 0.353392 0.555549 0.219498
14JAN19 0.351388 0.557859 0.219226
14JAN20 0.354080 0.558613 0.219894
14JAN21 0.352098 0.556481 0.218364
14JAN22 0.352895 0.559116 0.224097
14JAN23 0.354257 0.556422 0.224804
14JAN24 0.356262 0.558878 0.224645
14JAN25 0.352695 0.557062 0.222000
14JAN26 0.353980 0.557076 0.214957
14JAN27 0.353441 0.556192 0.220674
14JAN28 0.353985 0.556603 0.219115
14JAN29 0.353386 0.557155 0.219078
14JAN30 0.355906 0.557787 0.229965
14JAN31 0.354808 0.558931 0.216063
14FEB01 0.354569 0.556944 0.221510
14FEB02 0.354606 0.559866 0.217816
14FEB03 0.353065 0.557888 0.214618
14FEB04 0.353138 0.558966 0.213665
14FEB05 0.353992 0.560531 0.218829
14FEB06 0.355760 0.558375 0.213788
14FEB07 0.354533 0.558563 0.216239
14FEB08 0.353585 0.559301 0.217621
14FEB09 0.354015 0.559441 0.212720
14FEB10 0.353803 0.558534 0.220141
14FEB11 0.353733 0.559814 0.215751
14FEB12 0.354856 0.560313 0.217563
14FEB13 0.353334 0.558412 0.215005
14FEB14 0.350020 0.558672 0.212097
14FEB15 0.357966 0.561696 0.218858
14FEB16 0.355148 0.558031 0.216698
14FEB17 0.355422 0.562654 0.217770
14FEB18 0.353719 0.558054 0.216028
14FEB19 0.354363 0.559708 0.214767
14FEB20 0.354443 0.558315 0.219333
14FEB21 0.355263 0.559240 0.212117
14FEB22 0.351964 0.556273 0.220064
14FEB23 0.353990 0.558514 0.222498
14FEB24 0.353476 0.559121 0.218539
14FEB25 0.354091 0.557929 0.220088
14FEB26 0.354154 0.557475 0.218482
14FEB27 0.353659 0.558521 0.226777
14FEB28 0.356051 0.558805 0.217467
14MAR01 0.352450 0.556323 0.220138
14MAR02 0.353105 0.557844 0.218563
14MAR03 0.353028 0.556916 0.220026
14MAR04 0.351904 0.556978 0.220304
14MAR05 0.355012 0.556136 0.224663
14MAR06 0.353781 0.558864 0.222367
14MAR07 0.356261 0.559736 0.219870
14MAR08 0.356256 0.558359 0.218969
14MAR09 0.346480 0.559868 0.217895
14MAR10 0.348327 0.554289 0.218264
14MAR11 0.353609 0.558551 0.220345
14MAR12 0.354869 0.558573 0.221463
14MAR13 0.353520 0.558352 0.211766
14MAR14 0.353327 0.556645 0.217068
14MAR15 0.353808 0.558134 0.216886
14MAR16 0.352840 0.557044 0.215594
14MAR17 0.352117 0.556952 0.220505
14MAR18 0.351462 0.555846 0.216944
14MAR19 0.353882 0.558124 0.217993
14MAR20 0.352705 0.555252 0.212990
14MAR21 0.353521 0.554607 0.216420
14MAR22 0.352681 0.554938 0.220135
14MAR23 0.354656 0.555834 0.216232
14MAR24 0.353805 0.557282 0.217725
14MAR25 0.353640 0.556301 0.221139
14MAR26 0.349716 0.555846 0.214367
14MAR27 0.353877 0.555491 0.226526
14MAR28 0.351425 0.556469 0.213927
14MAR29 0.357519 0.556952 0.223899
14MAR30 0.353164 0.558365 0.212812
14MAR31 0.321406 0.565297 0.210234
14APR01 0.366527 0.554037 0.121272
14APR02 0.348626 0.555302 0.208000
14APR03 0.353736 0.557062 0.225842
14APR04 0.350612 0.558516 0.216622
14APR05 0.354602 0.556378 0.220233
14APR06 0.352849 0.557788 0.209612
14APR07 0.353554 0.558582 0.215579
14APR08 0.354017 0.558480 0.212709
14APR09 0.354567 0.558609 0.211322
14APR10 0.353044 0.556398 0.217305
14APR11 0.351365 0.555913 0.218109
14APR12 0.348311 0.561809 0.198315
14APR13 0.354363 0.554849 0.214821
14APR14 0.354090 0.559033 0.226644
14APR15 0.354239 0.556996 0.210190
14APR16 0.353253 0.557935 0.221627
14APR17 0.352783 0.558267 0.218242
14APR18 0.349597 0.557316 0.219016
14APR19 0.339650 0.562094 0.193760
14APR20 0.340182 0.561097 0.209323
14APR21 0.354647 0.556905 0.217845
14APR22 0.352444 0.557208 0.212998
14APR23 0.353851 0.556648 0.214318
14APR24 0.354294 0.557559 0.215611
14APR25 0.352631 0.556796 0.214098
14APR26 0.353512 0.558774 0.217218
14APR27 0.351477 0.557217 0.219660
14APR28 0.354379 0.555926 0.221496
14APR29 0.352549 0.557078 0.218826
14APR30 0.353716 0.558024 0.218351
14MAY01 0.353191 0.555507 0.215619
14MAY02 0.352960 0.557052 0.213976
14MAY03 0.352537 0.557788 0.215922
14MAY04 0.353276 0.560906 0.211582
14MAY05 0.353038 0.556898 0.217034
14MAY06 0.352822 0.556102 0.216675
14MAY07 0.353731 0.556725 0.210280
14MAY08 0.352383 0.557114 0.213005
14MAY09 0.352188 0.557821 0.213843
14MAY10 0.352560 0.558288 0.221759
14MAY11 0.353536 0.556498 0.219463
14MAY12 0.352845 0.558708 0.215491
14MAY13 0.352474 0.557824 0.211366
14MAY14 0.351134 0.556722 0.209361
14MAY15 0.352013 0.557818 0.202425
14MAY16 0.355206 0.558143 0.215866
14MAY17 0.353127 0.555957 0.216147
14MAY18 0.354136 0.558602 0.211950
14MAY19 0.353276 0.556914 0.217214
14MAY20 0.352266 0.557548 0.217686
14MAY21 0.349439 0.556450 0.211706
14MAY22 0.352032 0.555778 0.217917
14MAY23 0.350674 0.557126 0.215693
14MAY24 0.352593 0.557199 0.221356
14MAY25 0.353707 0.555467 0.223924
14MAY26 0.353722 0.557032 0.217226
14MAY27 0.350564 0.555045 0.215019
14MAY28 0.353024 0.555146 0.219751
14MAY29 0.354369 0.554391 0.224289
14MAY30 0.352963 0.554857 0.218856
14MAY31 0.352424 0.556216 0.219033
14JUN01 0.352403 0.555409 0.224277
14JUN02 0.352932 0.555052 0.221833
14JUN03 0.353946 0.556936 0.217492
14JUN04 0.351787 0.554571 0.220538
14JUN05 0.352417 0.554553 0.216620
14JUN06 0.349473 0.556205 0.207846
14JUN07 0.350969 0.555484 0.217442
14JUN08 0.350130 0.555985 0.208006
14JUN09 0.350037 0.554008 0.211530
14JUN10 0.352025 0.554357 0.216452
14JUN11 0.353607 0.555495 0.220674
14JUN12 0.350535 0.555020 0.214774
14JUN13 0.350998 0.556181 0.219098
14JUN14 0.350309 0.555763 0.215842
14JUN15 0.352058 0.555325 0.215215
14JUN16 0.349275 0.554661 0.219292
14JUN17 0.349440 0.555168 0.222217
14JUN18 0.350383 0.553666 0.218723
14JUN19 0.350397 0.556530 0.212538
14JUN20 0.352742 0.553989 0.203394
14JUN21 0.350095 0.555998 0.206650
14JUN22 0.349918 0.555817 0.211762
14JUN23 0.350661 0.557074 0.217250
14JUN24 0.352419 0.554843 0.218071
14JUN25 0.353054 0.555116 0.221557
14JUN26 0.351726 0.556397 0.222436
14JUN27 0.352629 0.555862 0.218125
14JUN28 0.352417 0.555394 0.212889
14JUN29 0.351939 0.555445 0.222953
14JUN30 0.352661 0.556891 0.217024
14JUL01 0.352623 0.557428 0.221733
14JUL02 0.354415 0.555871 0.212966
14JUL03 0.353546 0.556075 0.215607
14JUL07 0.352390 0.554498 0.218970
14JUL08 0.350836 0.553389 0.225819
14JUL09 0.352710 0.552925 0.224228
14JUL10 0.353028 0.556686 0.220497
14JUL11 0.351487 0.555958 0.213703
14JUL12 0.351723 0.558118 0.220173
14JUL13 0.353021 0.557255 0.212578
14JUL14 0.352828 0.556209 0.214512
14JUL15 0.352874 0.555056 0.214486
14JUL16 0.352253 0.556730 0.216501
14JUL17 0.353285 0.555277 0.214687
14JUL18 0.351503 0.556140 0.214229
14JUL19 0.353549 0.556081 0.213281
14JUL20 0.352834 0.556367 0.215035
14JUL21 0.351230 0.555532 0.212316
14JUL22 0.351797 0.555516 0.215016
14JUL23 0.352720 0.554298 0.216544
14JUL24 0.354533 0.556230 0.215496
14JUL25 0.351521 0.557167 0.215059
14JUL26 0.351816 0.555744 0.216502
14JUL27 0.352051 0.556314 0.220557
14JUL28 0.353549 0.557100 0.217225
14JUL29 0.352248 0.556432 0.214714
14JUL30 0.352309 0.556393 0.212145
14JUL31 0.352899 0.555581 0.214563
14AUG01 0.351878 0.553859 0.215286
14AUG02 0.352864 0.554969 0.215689
14AUG03 0.354337 0.555203 0.229034
14AUG04 0.352834 0.554847 0.220554
14AUG05 0.352369 0.554018 0.218441
14AUG06 0.352545 0.553875 0.219416
14AUG07 0.351224 0.555938 0.225107
14AUG08 0.354185 0.554592 0.223662
14AUG09 0.352384 0.555797 0.222214
14AUG10 0.353024 0.553867 0.222362
14AUG11 0.351665 0.554051 0.214241
14AUG12 0.351272 0.552620 0.217032
14AUG13 0.351654 0.553549 0.222253
14AUG14 0.353037 0.555078 0.224790
14AUG15 0.351974 0.554852 0.214772
14AUG16 0.352668 0.555130 0.224784
14AUG17 0.354150 0.554388 0.217226
14AUG18 0.352663 0.554905 0.213245
14AUG19 0.352371 0.554582 0.221755
14AUG20 0.350608 0.554485 0.218946
14AUG21 0.352522 0.555495 0.214937
14AUG22 0.353567 0.556367 0.223199
14AUG23 0.354654 0.557849 0.220006
14AUG24 0.353428 0.554771 0.221068
14AUG26 0.353616 0.555602 0.220178
14AUG27 0.353205 0.553378 0.224141
14AUG28 0.351709 0.556487 0.216035
14AUG29 0.353328 0.553769 0.217863
14AUG30 0.352877 0.556428 0.209816
14AUG31 0.353625 0.556983 0.213967
14SEP01 0.351930 0.555661 0.212219
14SEP02 0.352752 0.556843 0.210118
14SEP03 0.354376 0.554784 0.220271
14SEP04 0.352486 0.557023 0.210996
14SEP05 0.354255 0.557630 0.210312
14SEP06 0.354292 0.556983 0.205188
14SEP07 0.354477 0.560065 0.214350
14SEP08 0.355328 0.557940 0.212006
14SEP09 0.340361 0.557632 0.190917
14SEP10 0.346154 0.559897 0.198963
14SEP11 0.352972 0.559561 0.214073
14SEP12 0.350113 0.553907 0.215502
14SEP13 0.352016 0.558534 0.217298
14SEP14 0.349348 0.555669 0.214565
14SEP15 0.345522 0.557603 0.206171
14SEP16 0.333396 0.556519 0.194614
14SEP17 0.354206 0.556914 0.212672
14SEP18 0.352225 0.558440 0.218483
14SEP19 0.354669 0.558184 0.215480
14SEP20 0.353691 0.556950 0.214628
14SEP21 0.353615 0.558934 0.212818
14SEP22 0.355729 0.555436 0.209143
14SEP23 0.356811 0.556479 0.213957
14SEP24 0.353555 0.556158 0.209871
14SEP25 0.349136 0.558478 0.218201
14SEP26 0.351244 0.559608 0.203472
14SEP27 0.350017 0.559034 0.204777
14SEP28 0.352775 0.559393 0.208111
14SEP29 0.355057 0.557027 0.212848
14SEP30 0.356079 0.556765 0.210214
14OCT01 0.354489 0.555676 0.212551
14OCT02 0.355132 0.557662 0.220544
14OCT03 0.354474 0.559155 0.216758
14OCT04 0.353397 0.557807 0.207983
14OCT05 0.355326 0.560848 0.215172
14OCT06 0.354394 0.557050 0.206941
14OCT07 0.353947 0.557791 0.210157
14OCT08 0.353570 0.559622 0.208446
14OCT09 0.353553 0.558258 0.216015
14OCT10 0.355135 0.558660 0.206994
14OCT11 0.352136 0.559112 0.205188
14OCT12 0.352677 0.556496 0.205922
14OCT13 0.355764 0.559391 0.212445
14OCT14 0.354969 0.559034 0.215785
14OCT15 0.352390 0.559022 0.208706
14OCT16 0.353673 0.557928 0.209449
14OCT17 0.357682 0.556137 0.223129
14OCT18 0.357397 0.558765 0.234544
14OCT19 0.329416 0.557210 0.161422
14OCT20 0.340344 0.555921 0.188642
14OCT21 0.352099 0.558020 0.211750
14OCT22 0.353635 0.559657 0.214997
14OCT24 0.356225 0.558449 0.208609
14OCT25 0.354713 0.558856 0.213569
14OCT26 0.352233 0.559366 0.206625
14OCT27 0.352831 0.558372 0.211102
14OCT28 0.353893 0.560240 0.210377
14OCT29 0.352446 0.560153 0.206724
14OCT30 0.353335 0.559901 0.215784
14OCT31 0.354690 0.559955 0.215607
14NOV01 0.353721 0.556324 0.220037
14NOV02 0.355931 0.556547 0.229598
14NOV03 0.358320 0.558881 0.217610
14NOV04 0.349850 0.557990 0.212119
14NOV05 0.352997 0.558735 0.218514
14NOV06 0.352349 0.557628 0.219503
14NOV07 0.351594 0.558115 0.213657
14NOV08 0.353473 0.556902 0.213962
14NOV09 0.354169 0.554839 0.215130
14NOV10 0.353158 0.556335 0.210381
14NOV11 0.352432 0.557986 0.214937
14NOV12 0.350823 0.557352 0.207962
14NOV13 0.351736 0.558436 0.213929
14NOV14 0.352740 0.558819 0.217650
14NOV15 0.354034 0.559030 0.212749
14NOV16 0.349440 0.556399 0.216641
14NOV17 0.352694 0.558964 0.217299
14NOV18 0.355402 0.559989 0.230064
14NOV19 0.334224 0.558236 0.141438
14NOV20 0.340955 0.557514 0.196880
14NOV21 0.350333 0.557258 0.216943
14NOV22 0.350704 0.555014 0.214902
14NOV23 0.350852 0.553964 0.214283
14NOV24 0.351751 0.558836 0.216487
14NOV25 0.352440 0.559762 0.205573
14NOV26 0.350773 0.559166 0.223126
14NOV27 0.351527 0.558253 0.217859
14NOV28 0.357504 0.541219 0.174206
14NOV29 0.352339 0.557827 0.212193
14NOV30 0.351607 0.559812 0.213111
