YYMMMDD __east(m) _north(m) ____up(m)
14DEC01 0.351968 0.559571 0.218377
14DEC02 0.351600 0.558253 0.219392
14DEC03 0.352070 0.558597 0.216122
14DEC04 0.352710 0.559788 0.221790
14DEC05 0.353694 0.557987 0.211286
14DEC06 0.353879 0.559536 0.221161
14DEC07 0.353130 0.557889 0.217278
14DEC08 0.353760 0.560677 0.223167
14DEC09 0.352964 0.562161 0.220331
14DEC10 0.352459 0.558805 0.205823
14DEC11 0.351738 0.558129 0.211344
14DEC12 0.349825 0.558426 0.213590
14DEC13 0.354184 0.558373 0.210240
14DEC14 0.353550 0.557903 0.210229
14DEC15 0.351586 0.559628 0.215126
14DEC16 0.353321 0.558825 0.216089
14DEC17 0.354531 0.558825 0.223942
14DEC18 0.353152 0.558812 0.212968
14DEC19 0.352491 0.558148 0.213745
14DEC20 0.354385 0.559116 0.225012
14DEC21 0.353621 0.560889 0.215269
14DEC22 0.356824 0.559672 0.216642
14DEC23 0.352792 0.558782 0.218067
14DEC24 0.352888 0.559956 0.208595
14DEC25 0.352979 0.559911 0.210648
14DEC26 0.352236 0.559563 0.214629
14DEC27 0.354222 0.558916 0.216427
14DEC28 0.351460 0.558348 0.218735
14DEC29 0.351041 0.556792 0.208409
14DEC30 0.353236 0.560871 0.212646
14DEC31 0.355059 0.559015 0.223461
15JAN01 0.353002 0.561429 0.212113
15JAN02 0.351836 0.556877 0.214622
15JAN03 0.353089 0.556180 0.218843
15JAN04 0.352017 0.558500 0.211070
15JAN05 0.351519 0.559148 0.210171
15JAN06 0.353148 0.559033 0.215587
15JAN07 0.353183 0.559885 0.219098
15JAN08 0.352928 0.560064 0.215094
15JAN09 0.352482 0.561009 0.214855
15JAN10 0.352541 0.558472 0.218231
15JAN11 0.351152 0.559379 0.212402
15JAN12 0.351120 0.560168 0.209813
15JAN13 0.353776 0.559579 0.217088
15JAN14 0.353116 0.557431 0.222258
15JAN15 0.353493 0.557470 0.216438
15JAN16 0.352873 0.558397 0.226109
15JAN17 0.351414 0.558888 0.211748
15JAN18 0.351752 0.560371 0.211053
15JAN19 0.351192 0.560769 0.208571
15JAN20 0.353339 0.560371 0.217724
15JAN21 0.352958 0.559321 0.217397
15JAN22 0.355722 0.560511 0.220387
15JAN23 0.355052 0.557968 0.222640
15JAN24 0.354618 0.560071 0.221637
15JAN25 0.355330 0.559575 0.225327
15JAN26 0.351924 0.560300 0.217667
15JAN27 0.354246 0.559112 0.215395
15JAN28 0.354421 0.562480 0.215022
15JAN29 0.352310 0.559716 0.208758
15JAN30 0.350671 0.559728 0.210572
15JAN31 0.352850 0.559296 0.212537
15FEB01 0.353621 0.560846 0.215838
15FEB02 0.352193 0.560461 0.216199
15FEB03 0.354819 0.560422 0.219979
15FEB04 0.351431 0.559990 0.213413
15FEB05 0.352113 0.559796 0.215291
15FEB06 0.351638 0.560559 0.213023
15FEB07 0.353251 0.563055 0.222850
15FEB08 0.350399 0.561485 0.220595
15FEB09 0.350804 0.561698 0.219064
15FEB10 0.349680 0.560041 0.203329
15FEB11 0.350955 0.562070 0.216847
15FEB12 0.351908 0.560680 0.213948
15FEB13 0.352622 0.559738 0.213400
15FEB14 0.350472 0.559647 0.216836
15FEB15 0.352313 0.560130 0.211465
15FEB16 0.352681 0.557953 0.227586
15FEB17 0.355416 0.561398 0.217558
15FEB18 0.352592 0.558478 0.217097
15FEB19 0.351560 0.558737 0.215740
15FEB20 0.352733 0.557100 0.209050
15FEB21 0.350851 0.557732 0.213277
15FEB22 0.351462 0.558690 0.211266
15FEB23 0.354505 0.557779 0.218791
15FEB24 0.350330 0.559455 0.208749
15FEB25 0.351149 0.558550 0.210891
15FEB26 0.351278 0.556788 0.217554
15FEB27 0.354252 0.557387 0.213354
15FEB28 0.352220 0.558376 0.219252
15MAR01 0.352332 0.557784 0.217850
15MAR02 0.350922 0.557277 0.210200
15MAR03 0.348538 0.560128 0.208858
15MAR04 0.350041 0.558286 0.206040
15MAR05 0.352808 0.560880 0.212428
15MAR06 0.351556 0.558503 0.213511
15MAR07 0.349517 0.562136 0.213719
15MAR08 0.351158 0.558350 0.215650
15MAR09 0.353297 0.558405 0.222558
15MAR10 0.352814 0.559302 0.211512
15MAR11 0.351680 0.559435 0.209590
15MAR12 0.350989 0.560034 0.215026
15MAR13 0.352225 0.557840 0.210328
15MAR14 0.350901 0.557870 0.214247
15MAR15 0.353307 0.558981 0.212864
15MAR16 0.354217 0.560174 0.215923
15MAR17 0.353402 0.559557 0.212561
15MAR18 0.353343 0.559424 0.215923
15MAR19 0.350276 0.556862 0.220213
15MAR20 0.350496 0.557715 0.212512
15MAR21 0.351847 0.560146 0.215622
15MAR22 0.351036 0.559045 0.213808
15MAR23 0.353466 0.559209 0.234179
15MAR24 0.351943 0.559974 0.208526
15MAR25 0.351589 0.559388 0.214491
15MAR26 0.352858 0.557661 0.223424
15MAR27 0.353705 0.557086 0.217295
15MAR28 0.352629 0.557354 0.212064
15MAR29 0.353133 0.557678 0.219401
15MAR30 0.352747 0.557716 0.212666
15MAR31 0.353083 0.558318 0.215902
15APR01 0.351570 0.559365 0.211938
15APR02 0.352085 0.558942 0.207072
15APR03 0.352217 0.556684 0.219180
15APR04 0.351651 0.559915 0.216827
15APR05 0.352660 0.559649 0.221616
15APR06 0.353356 0.557510 0.219610
15APR07 0.347886 0.559988 0.199594
15APR08 0.353786 0.558050 0.214992
15APR09 0.354099 0.559664 0.218891
15APR10 0.354184 0.558811 0.217871
15APR11 0.354986 0.558019 0.218981
15APR12 0.352033 0.558214 0.215802
15APR13 0.342305 0.560584 0.204960
15APR14 0.341189 0.560219 0.214866
15APR15 0.352516 0.559231 0.210872
15APR16 0.353351 0.556145 0.215946
15APR17 0.352638 0.559426 0.212291
15APR18 0.353639 0.557654 0.217234
15APR19 0.352600 0.558958 0.213090
15APR20 0.352809 0.558599 0.216257
15APR21 0.354648 0.559240 0.216228
15APR22 0.355030 0.560017 0.216028
15APR23 0.353035 0.559762 0.215299
15APR24 0.350713 0.559811 0.214560
15APR25 0.351574 0.561756 0.219092
15APR26 0.351166 0.559050 0.216598
15APR27 0.351060 0.559176 0.225840
15APR28 0.352489 0.559218 0.218439
15APR29 0.353549 0.558685 0.209360
15APR30 0.352552 0.560706 0.215842
15MAY01 0.351804 0.562108 0.215070
15MAY02 0.352641 0.560628 0.218613
15MAY03 0.349861 0.559333 0.219119
15MAY04 0.348536 0.559703 0.195951
15MAY05 0.350912 0.558056 0.211780
15MAY06 0.352214 0.559023 0.221494
15MAY07 0.355569 0.561139 0.199182
15MAY08 0.352719 0.560894 0.215968
15MAY09 0.352590 0.559395 0.215445
15MAY10 0.351896 0.560929 0.213633
15MAY11 0.350317 0.561118 0.210774
15MAY12 0.350934 0.559207 0.214750
15MAY13 0.352024 0.560831 0.215380
15MAY14 0.351036 0.557906 0.219396
15MAY15 0.351424 0.556282 0.221330
15MAY16 0.352220 0.557283 0.221553
15MAY17 0.351976 0.557299 0.222036
15MAY18 0.352834 0.556666 0.220737
15MAY19 0.351995 0.556518 0.229658
15MAY20 0.353066 0.558218 0.218087
15MAY21 0.352132 0.558362 0.219463
15MAY22 0.353213 0.557328 0.221798
15MAY23 0.351935 0.556253 0.217597
15MAY24 0.352767 0.557160 0.224048
15MAY25 0.351491 0.558719 0.221855
15MAY26 0.351701 0.557794 0.214906
15MAY27 0.351622 0.557682 0.218620
15MAY28 0.352709 0.557797 0.216948
15MAY29 0.351049 0.555938 0.222885
15MAY30 0.351247 0.555796 0.221857
15MAY31 0.352385 0.557673 0.225268
15JUN01 0.351836 0.558626 0.218972
15JUN02 0.352803 0.556831 0.221218
15JUN03 0.349618 0.556704 0.216278
15JUN04 0.353199 0.557501 0.218367
15JUN05 0.349775 0.557980 0.220547
15JUN06 0.353312 0.556617 0.217611
15JUN07 0.351990 0.556011 0.217519
15JUN08 0.352517 0.558207 0.221336
15JUN09 0.352817 0.559235 0.220499
15JUN10 0.352170 0.559668 0.218570
15JUN11 0.355441 0.557023 0.212692
15JUN12 0.350272 0.557733 0.219061
15JUN13 0.353318 0.556785 0.216608
15JUN14 0.355174 0.557408 0.228074
15JUN15 0.353947 0.557655 0.222510
15JUN16 0.353992 0.558425 0.223130
15JUN17 0.352762 0.555472 0.222802
15JUN18 0.353018 0.557466 0.216404
15JUN19 0.353255 0.557521 0.212317
15JUN20 0.352789 0.558204 0.214997
15JUN21 0.352511 0.557630 0.220789
15JUN22 0.350214 0.557705 0.212959
15JUN23 0.350910 0.555576 0.220200
15JUL13 0.352805 0.558146 0.219776
15JUL14 0.352143 0.557384 0.218718
15JUL15 0.351282 0.557893 0.215476
15JUL16 0.350898 0.557932 0.221713
15JUL17 0.351980 0.558388 0.211923
15JUL18 0.353575 0.560264 0.218225
15JUL19 0.353244 0.554425 0.219631
15JUL20 0.352334 0.555313 0.222404
15JUL21 0.351414 0.555970 0.225727
15JUL22 0.353962 0.557429 0.220374
15JUL23 0.353042 0.556163 0.217570
15JUL24 0.353697 0.555409 0.219589
15JUL25 0.351987 0.556601 0.216577
15JUL26 0.352267 0.556670 0.222260
15JUL27 0.351060 0.556374 0.217968
15JUL28 0.352776 0.557292 0.220467
15JUL29 0.353510 0.555497 0.214886
15JUL30 0.354144 0.556761 0.222037
15JUL31 0.351460 0.555464 0.228398
15AUG01 0.350491 0.556113 0.217011
15AUG02 0.351068 0.557135 0.216286
15AUG03 0.352653 0.556609 0.220040
15AUG04 0.352577 0.554501 0.215334
15AUG05 0.351724 0.556803 0.224151
15AUG06 0.352212 0.556479 0.215532
15AUG07 0.352334 0.557281 0.224977
15AUG08 0.353989 0.559290 0.230567
15AUG09 0.351654 0.558650 0.222341
15AUG10 0.352002 0.556579 0.215952
15AUG11 0.352408 0.558568 0.213077
15AUG19 0.352894 0.556403 0.214248
15AUG20 0.351218 0.557411 0.215551
15AUG21 0.346625 0.558457 0.210993
15AUG22 0.352706 0.553384 0.213867
15AUG23 0.352511 0.554750 0.210838
15AUG24 0.351697 0.556233 0.212387
15AUG25 0.352655 0.557248 0.210859
15AUG26 0.353759 0.556202 0.216551
15AUG27 0.351850 0.555089 0.214265
15AUG28 0.352868 0.556312 0.217080
15AUG29 0.353134 0.556862 0.215773
15AUG30 0.352697 0.556839 0.217905
15AUG31 0.353591 0.557305 0.212013
15SEP01 0.353286 0.556976 0.210389
15SEP02 0.351959 0.556225 0.213109
15SEP03 0.352948 0.556125 0.214077
15SEP04 0.351380 0.555980 0.206524
15SEP05 0.352392 0.557972 0.210521
15SEP06 0.353408 0.557860 0.213112
15SEP07 0.353064 0.556794 0.214453
15SEP08 0.353910 0.557663 0.213789
15SEP09 0.356348 0.558546 0.218292
15SEP10 0.354043 0.557651 0.211639
15SEP11 0.353493 0.556320 0.206785
15SEP12 0.355616 0.554991 0.224932
15SEP13 0.354115 0.557748 0.207530
15SEP14 0.354463 0.555972 0.215530
15SEP15 0.352503 0.558228 0.223320
15SEP16 0.351711 0.557770 0.212062
15SEP17 0.354976 0.557395 0.216968
15SEP18 0.350652 0.556395 0.217327
15SEP19 0.353567 0.559014 0.221282
15SEP20 0.351896 0.557106 0.217317
15SEP21 0.354396 0.556930 0.208766
15SEP22 0.353932 0.554538 0.210689
15SEP23 0.353815 0.555492 0.208830
15SEP24 0.353093 0.555463 0.218548
15SEP25 0.352229 0.559369 0.214606
15SEP26 0.359448 0.559873 0.235488
15SEP27 0.356079 0.555672 0.212063
15SEP28 0.357535 0.558424 0.212348
15SEP29 0.355716 0.557817 0.205385
15SEP30 0.354594 0.557723 0.210408
15OCT01 0.355605 0.557033 0.192793
15OCT02 0.357270 0.557471 0.207648
15OCT03 0.342559 0.557186 0.171984
15OCT04 0.346493 0.557793 0.195542
15OCT05 0.343672 0.559924 0.186754
15OCT06 0.351754 0.558971 0.203360
15OCT07 0.353795 0.556075 0.198741
15OCT08 0.355912 0.556435 0.214511
15OCT09 0.354137 0.558134 0.210983
15OCT10 0.347496 0.554042 0.173306
15OCT11 0.354738 0.555806 0.213771
15OCT12 0.352891 0.557266 0.206264
15OCT13 0.354843 0.558981 0.216593
15OCT14 0.351551 0.555372 0.214919
15OCT15 0.330316 0.556618 0.172518
15OCT16 0.321597 0.561091 0.170530
15OCT17 0.358003 0.558097 0.196839
15OCT18 0.320220 0.567276 0.190988
15OCT19 0.353680 0.558735 0.217564
15OCT20 0.353574 0.556088 0.209249
15OCT21 0.358188 0.556878 0.206989
15OCT22 0.359555 0.557556 0.204543
15OCT23 0.353665 0.560312 0.217032
15OCT24 0.356250 0.557959 0.207997
15OCT25 0.352020 0.557232 0.209979
15OCT26 0.353937 0.558871 0.213618
15OCT27 0.352838 0.560325 0.208283
15OCT28 0.355196 0.558937 0.219577
15OCT29 0.351423 0.558722 0.218796
15OCT30 0.353967 0.559515 0.214943
15OCT31 0.353809 0.558577 0.218536
15NOV01 0.352094 0.557517 0.217232
15NOV02 0.355537 0.557987 0.210366
15NOV03 0.352723 0.560177 0.215067
15NOV04 0.352616 0.559243 0.214569
15NOV05 0.352693 0.558851 0.209644
15NOV06 0.354426 0.558106 0.204580
15NOV07 0.352568 0.559522 0.213995
15NOV08 0.352287 0.559129 0.214063
15NOV09 0.354657 0.562133 0.211900
15NOV10 0.353118 0.560788 0.207781
15NOV11 0.355202 0.560194 0.209032
15NOV12 0.355845 0.560168 0.222976
15NOV13 0.353009 0.560114 0.215912
15NOV14 0.353137 0.559365 0.213953
15NOV15 0.351239 0.560604 0.212311
15NOV16 0.352493 0.561128 0.212013
15NOV17 0.353142 0.559435 0.209813
15NOV18 0.353097 0.560045 0.210942
15NOV19 0.354374 0.559348 0.210172
15NOV20 0.352759 0.557976 0.209066
15NOV21 0.352322 0.558358 0.214111
15NOV22 0.355945 0.557405 0.211622
15NOV23 0.354432 0.558368 0.218284
15NOV24 0.354915 0.558919 0.220788
15NOV25 0.355381 0.558595 0.223076
15NOV26 0.353463 0.559775 0.207935
15NOV27 0.353970 0.558729 0.217038
15NOV28 0.354234 0.560744 0.214682
15NOV29 0.355807 0.557628 0.213024
15NOV30 0.353361 0.557625 0.220802
15DEC01 0.351233 0.556435 0.198382
15DEC02 0.354197 0.561540 0.206759
15DEC03 0.353710 0.560476 0.208572
15DEC04 0.354957 0.560835 0.204943
15DEC05 0.354671 0.560109 0.206988
15DEC06 0.352804 0.560643 0.214150
15DEC07 0.353646 0.560445 0.209380
15DEC08 0.352293 0.558989 0.216310
15DEC09 0.352087 0.558581 0.210433
15DEC10 0.352982 0.558835 0.210634
15DEC11 0.352924 0.559791 0.211237
15DEC12 0.353741 0.557836 0.223249
15DEC13 0.351990 0.558978 0.223027
15DEC14 0.355230 0.562031 0.227218
15DEC15 0.353413 0.560542 0.206425
15DEC16 0.351987 0.562312 0.211444
15DEC17 0.354347 0.562371 0.214715
15DEC18 0.352267 0.560699 0.208731
15DEC19 0.354946 0.560380 0.219536
15DEC20 0.354018 0.560823 0.225475
15DEC21 0.353822 0.560357 0.223002
15DEC22 0.352279 0.560179 0.217290
15DEC23 0.355313 0.560064 0.213394
15DEC24 0.354104 0.560832 0.220328
15DEC25 0.352710 0.562584 0.213340
15DEC26 0.343319 0.560757 0.204780
15DEC27 0.342076 0.562525 0.211626
15DEC28 0.353936 0.561836 0.229101
15DEC29 0.354628 0.560333 0.222483
15DEC30 0.352777 0.561931 0.217018
15DEC31 0.354798 0.561162 0.222546
16JAN01 0.353384 0.563104 0.221610
16JAN02 0.353460 0.564389 0.220979
16JAN03 0.352954 0.563617 0.218180
16JAN04 0.353137 0.561837 0.222941
16JAN05 0.353493 0.561385 0.224268
16JAN06 0.353764 0.560375 0.211420
16JAN07 0.352558 0.562582 0.217527
16JAN08 0.359030 0.561854 0.225805
16JAN09 0.355197 0.562982 0.221863
16JAN10 0.355352 0.559445 0.226233
16JAN11 0.354103 0.562233 0.218110
16JAN12 0.354841 0.560212 0.225387
16JAN13 0.353525 0.559554 0.216302
16JAN14 0.354465 0.560678 0.217434
16JAN15 0.354036 0.560762 0.223829
16JAN16 0.355451 0.561951 0.213900
16JAN17 0.352711 0.561346 0.217319
16JAN18 0.353883 0.560670 0.216350
16JAN19 0.354543 0.558862 0.214010
16JAN20 0.354443 0.560604 0.221991
16JAN21 0.352504 0.560927 0.215900
16JAN22 0.353740 0.561359 0.221297
16JAN23 0.355337 0.561624 0.218995
16JAN31 0.352684 0.559793 0.221267
16FEB01 0.353071 0.560544 0.212815
16FEB02 0.353290 0.560294 0.218245
16FEB03 0.351627 0.558553 0.218088
16FEB04 0.355070 0.561586 0.223498
16FEB05 0.353956 0.559802 0.219020
16FEB06 0.354507 0.559657 0.219436
16FEB07 0.353249 0.559811 0.209852
16FEB08 0.352695 0.560513 0.215168
16FEB09 0.353865 0.561106 0.219221
16FEB10 0.351110 0.559935 0.219136
16FEB11 0.353498 0.560421 0.224711
16FEB12 0.353423 0.558618 0.224849
16FEB13 0.351903 0.560526 0.221949
16FEB14 0.353716 0.559245 0.226009
16FEB15 0.357279 0.559946 0.233484
16FEB16 0.356307 0.561317 0.230334
16FEB17 0.353459 0.560662 0.220433
16FEB18 0.354114 0.553715 0.220392
16FEB19 0.359990 0.560852 0.233966
16FEB20 0.354426 0.556407 0.221993
16FEB21 0.353085 0.559003 0.219360
16FEB22 0.353077 0.559576 0.222867
16FEB23 0.353128 0.560100 0.221426
16FEB24 0.353479 0.558747 0.226330
16FEB25 0.353467 0.558847 0.228420
16FEB26 0.352199 0.559316 0.222229
16FEB27 0.353536 0.557765 0.229255
16FEB28 0.352628 0.558121 0.227489
16FEB29 0.354476 0.559668 0.224685
16MAR01 0.353471 0.560862 0.225163
16MAR02 0.351555 0.560558 0.225355
16MAR03 0.353619 0.560946 0.222888
16MAR04 0.352571 0.560854 0.220472
16MAR05 0.353773 0.558941 0.224355
16MAR06 0.354044 0.559048 0.227553
16MAR07 0.353016 0.558910 0.219666
16MAR08 0.354697 0.557231 0.228313
16MAR09 0.355191 0.559006 0.224234
16MAR10 0.352833 0.559147 0.223559
16MAR11 0.355506 0.558800 0.224399
16MAR12 0.354422 0.559529 0.220425
16MAR13 0.355481 0.559246 0.227441
16MAR14 0.355417 0.560769 0.221049
16MAR15 0.356557 0.560654 0.223673
16MAR16 0.352184 0.561406 0.213912
16MAR17 0.354975 0.560170 0.222646
16MAR18 0.353670 0.560095 0.225566
16MAR19 0.355184 0.560037 0.224820
16MAR21 0.353412 0.561232 0.229575
16MAR22 0.355792 0.559213 0.220254
16MAR23 0.354631 0.556458 0.230303
16MAR24 0.355737 0.559532 0.232433
16MAR25 0.356378 0.558813 0.223916
16MAR26 0.356127 0.559005 0.228978
16MAR27 0.353506 0.559122 0.220730
16MAR28 0.354301 0.559760 0.223066
16MAR29 0.355444 0.557824 0.221207
16MAR30 0.355913 0.561487 0.223182
16MAR31 0.355802 0.560289 0.226865
16APR01 0.354342 0.559108 0.220652
16APR02 0.354987 0.561502 0.219322
16APR03 0.353814 0.560660 0.222771
16APR04 0.352476 0.560155 0.209894
16APR05 0.354657 0.560818 0.221772
16APR06 0.353351 0.557066 0.223695
16APR07 0.357047 0.558372 0.220027
16APR08 0.354936 0.558276 0.213194
16APR09 0.354345 0.559908 0.222303
16APR10 0.354343 0.559719 0.224530
16APR11 0.355446 0.560289 0.219084
16APR12 0.352805 0.560569 0.221782
16APR13 0.353790 0.561138 0.220444
16APR14 0.347395 0.561774 0.219209
16APR15 0.320195 0.566138 0.206494
16APR16 0.353164 0.558660 0.210109
16APR17 0.350935 0.561926 0.213330
16APR18 0.346006 0.563183 0.182405
16APR19 0.348086 0.562937 0.191852
16APR20 0.354539 0.561697 0.215842
16APR21 0.349328 0.559968 0.206459
16APR22 0.351582 0.559836 0.220300
16APR23 0.351893 0.561118 0.221535
16APR24 0.351718 0.560062 0.217039
16APR25 0.353063 0.560245 0.221984
16APR26 0.353946 0.560721 0.219310
16APR27 0.353430 0.561138 0.215067
16APR28 0.353297 0.562386 0.220648
16APR29 0.353145 0.559957 0.217471
16APR30 0.355145 0.560581 0.228342
16MAY01 0.355144 0.559283 0.222828
16MAY02 0.353812 0.559453 0.227274
16MAY03 0.355245 0.560464 0.215522
16MAY04 0.352540 0.561970 0.218279
16MAY05 0.354208 0.560750 0.218062
16MAY06 0.352719 0.559578 0.213227
16MAY07 0.359176 0.560154 0.201180
16MAY08 0.331848 0.567910 0.233863
16MAY09 0.344483 0.561539 0.207882
16MAY10 0.339805 0.563243 0.187687
16MAY11 0.351287 0.562173 0.210323
16MAY12 0.354442 0.559060 0.220384
16MAY13 0.354398 0.561102 0.224928
16MAY14 0.356127 0.560791 0.223947
16MAY15 0.356459 0.561175 0.217483
16MAY16 0.356141 0.560874 0.226818
16MAY17 0.360329 0.561194 0.215977
16MAY18 0.356635 0.560608 0.218510
16MAY19 0.356930 0.559851 0.219713
16MAY20 0.355790 0.559743 0.219271
16MAY21 0.356059 0.559839 0.220519
16MAY22 0.356073 0.559774 0.226585
16MAY23 0.355350 0.561261 0.217633
16MAY24 0.354494 0.561927 0.217506
16MAY25 0.356901 0.561267 0.224227
16MAY26 0.354968 0.560015 0.228241
16MAY27 0.360339 0.561625 0.212980
16MAY28 0.355030 0.561318 0.222875
16MAY29 0.354994 0.559651 0.215417
16MAY30 0.355501 0.560812 0.223884
16MAY31 0.354161 0.561118 0.221897
16JUN01 0.354487 0.562861 0.215161
16JUN02 0.354650 0.560473 0.218672
16JUN03 0.354163 0.560647 0.218605
16JUN04 0.354750 0.560603 0.223677
16JUN05 0.353918 0.560796 0.219040
16JUN06 0.354132 0.561430 0.218109
16JUN07 0.353927 0.562848 0.220442
16JUN08 0.355981 0.561420 0.215865
16JUN09 0.356113 0.560979 0.226562
16JUN10 0.354283 0.561469 0.221396
16JUN11 0.354024 0.560368 0.211563
16JUN12 0.354457 0.561650 0.219764
16JUN13 0.353116 0.561065 0.216510
16JUN14 0.352931 0.558157 0.221736
16JUN15 0.352105 0.560444 0.216717
16JUN16 0.350929 0.561639 0.221281
16JUN17 0.354366 0.559692 0.223037
16JUN18 0.356583 0.559886 0.227067
16JUN19 0.352980 0.560965 0.221328
16JUN20 0.354942 0.560479 0.215928
16JUN21 0.354308 0.563156 0.218214
16JUN22 0.355446 0.562492 0.220287
16JUN23 0.352276 0.561876 0.220614
16JUN24 0.352663 0.562232 0.216346
16JUN25 0.352564 0.561619 0.222013
16JUN26 0.352922 0.560098 0.218660
16JUN27 0.352535 0.560758 0.222521
16JUN28 0.352833 0.560491 0.223937
16JUN29 0.353425 0.556476 0.233806
16JUN30 0.353390 0.560361 0.229117
16JUL01 0.353171 0.560847 0.216518
16JUL02 0.352380 0.557736 0.219814
16JUL03 0.353023 0.559412 0.222082
16JUL04 0.352822 0.559702 0.219725
16JUL05 0.354689 0.560777 0.214980
16JUL06 0.351608 0.559404 0.225047
16JUL07 0.354221 0.558183 0.230611
16JUL08 0.355006 0.557750 0.230991
16JUL09 0.355120 0.558524 0.221904
16JUL10 0.351543 0.559359 0.217754
16JUL11 0.354114 0.557640 0.223637
16JUL12 0.355882 0.560109 0.229461
16JUL13 0.351618 0.560179 0.219472
16JUL14 0.352409 0.559880 0.215539
16JUL15 0.353078 0.559064 0.212878
16JUL16 0.350666 0.559305 0.222099
16JUL17 0.355064 0.559826 0.216272
16JUL18 0.354197 0.561156 0.210607
16JUL19 0.355027 0.559457 0.224725
16JUL20 0.352009 0.561699 0.210174
16JUL21 0.352021 0.560285 0.219094
16JUL22 0.353754 0.559262 0.213644
16JUL23 0.352558 0.558201 0.214438
16JUL24 0.353359 0.556473 0.214277
16JUL25 0.353559 0.560043 0.217374
16JUL26 0.352534 0.558679 0.210313
16JUL27 0.353166 0.557793 0.217716
16JUL28 0.352352 0.560503 0.220173
16JUL29 0.353721 0.558673 0.218151
16JUL30 0.353461 0.557866 0.221029
16JUL31 0.353945 0.558616 0.220845
16AUG01 0.351506 0.558698 0.216551
16AUG02 0.352745 0.557627 0.218394
16AUG03 0.354778 0.558667 0.220521
16AUG04 0.351665 0.557713 0.215566
16AUG05 0.350278 0.557919 0.211735
16AUG06 0.352246 0.559503 0.213637
16AUG07 0.354265 0.558379 0.212851
16AUG08 0.352812 0.561215 0.215804
16AUG09 0.353121 0.561664 0.221395
16AUG10 0.353240 0.559797 0.215973
16AUG11 0.354274 0.560244 0.217920
16AUG12 0.353832 0.560009 0.218175
16AUG13 0.354405 0.561703 0.215354
16AUG14 0.355091 0.560255 0.220971
16AUG15 0.356380 0.557618 0.229986
16AUG16 0.353699 0.559635 0.219006
16AUG17 0.354651 0.559417 0.220571
16AUG18 0.354343 0.562393 0.222536
16AUG19 0.352654 0.559295 0.218435
16AUG20 0.353587 0.557117 0.213998
16AUG21 0.353656 0.557505 0.219521
16AUG23 0.350879 0.561601 0.210006
16AUG24 0.353053 0.561657 0.210673
16AUG25 0.354780 0.557879 0.222746
16AUG26 0.353496 0.558322 0.217328
16AUG27 0.356334 0.557139 0.219864
16AUG28 0.353465 0.559934 0.207874
16AUG29 0.353665 0.560628 0.210846
16AUG30 0.354262 0.559399 0.222615
16AUG31 0.354935 0.558998 0.217977
16SEP01 0.355427 0.556917 0.222172
16SEP02 0.354740 0.557397 0.217159
16SEP03 0.353947 0.561032 0.213197
16SEP04 0.351802 0.560180 0.216208
16SEP06 0.354218 0.560615 0.214193
16SEP07 0.354327 0.559570 0.217119
16SEP08 0.353427 0.559652 0.217344
16SEP09 0.352154 0.560022 0.207589
16SEP10 0.353825 0.558190 0.211459
16SEP11 0.353386 0.559303 0.214824
16SEP14 0.355485 0.560961 0.218688
16SEP15 0.353607 0.558429 0.214573
16SEP16 0.354417 0.556449 0.223130
16SEP17 0.354792 0.557836 0.220362
16SEP18 0.356461 0.558783 0.221045
16SEP19 0.356584 0.559732 0.216607
16SEP20 0.357039 0.560278 0.216961
16SEP21 0.356254 0.561120 0.218216
16SEP22 0.355787 0.560822 0.218535
16SEP23 0.355955 0.560336 0.214103
16SEP24 0.355330 0.559022 0.222106
16SEP25 0.358584 0.560087 0.218752
16SEP26 0.357282 0.558612 0.226779
16SEP27 0.355606 0.558063 0.214366
16SEP28 0.353996 0.559172 0.224058
16SEP29 0.354210 0.558264 0.218098
16SEP30 0.353385 0.558204 0.218433
16OCT01 0.355623 0.559467 0.220162
16OCT02 0.353346 0.560070 0.215263
16OCT03 0.355553 0.561394 0.219417
16OCT04 0.355513 0.558380 0.223901
16OCT05 0.355649 0.558144 0.227988
16OCT06 0.353817 0.560199 0.227544
16OCT07 0.354716 0.560619 0.219062
16OCT08 0.354598 0.559897 0.212228
16OCT09 0.353922 0.560389 0.215565
16OCT10 0.354677 0.559913 0.221378
16OCT11 0.354191 0.559682 0.224067
16OCT12 0.352882 0.559474 0.220011
16OCT13 0.353249 0.558563 0.211472
16OCT14 0.354181 0.560293 0.215981
16OCT15 0.355109 0.561765 0.222814
16OCT16 0.343104 0.559231 0.197223
16OCT17 0.349635 0.559584 0.204303
16OCT18 0.356231 0.558687 0.214457
16OCT19 0.357729 0.558969 0.217548
16OCT20 0.352881 0.563368 0.213731
16OCT21 0.354870 0.563789 0.216707
16OCT22 0.352980 0.560283 0.225058
16OCT23 0.341936 0.564179 0.206978
16OCT24 0.337654 0.566287 0.206383
16OCT25 0.353723 0.562359 0.214836
16OCT26 0.360171 0.561560 0.233895
16OCT27 0.362338 0.558466 0.220196
16OCT28 0.354631 0.562399 0.219541
16OCT29 0.355429 0.559551 0.211938
16OCT30 0.353568 0.560118 0.220556
16OCT31 0.355967 0.561336 0.226703
16NOV01 0.353973 0.560468 0.213421
16NOV02 0.355817 0.560030 0.217122
16NOV03 0.345822 0.562546 0.213297
16NOV04 0.339557 0.563769 0.193340
16NOV05 0.356886 0.558735 0.225010
